"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2018","01000","Alabama","57,867","1,635","17,054","1,612","29.5","2.6","40,813","1,910","70.5","2.6"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2017","01000","Alabama","56,235","1,585","15,020","1,491","26.7","2.5","41,215","1,853","73.3","2.5"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2016","01000","Alabama","54,753","1,506","15,909","1,510","29.1","2.6","38,844","1,809","70.9","2.6"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2015","01000","Alabama","57,133","1,420","16,695","1,553","29.2","2.6","40,438","1,808","70.8","2.6"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2014","01000","Alabama","57,813","1,386","19,397","1,558","33.6","2.6","38,416","1,726","66.4","2.6"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2013","01000","Alabama","57,274","1,325","20,537","1,539","35.9","2.5","36,737","1,668","64.1","2.5"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2012","01000","Alabama","57,046","1,274","21,275","1,563","37.3","2.6","35,771","1,663","62.7","2.6"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2011","01000","Alabama","56,151","1,326","22,793","1,768","40.6","3.0","33,358","1,851","59.4","3.0"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2010","01000","Alabama","54,030","1,446","23,595","1,737","43.7","2.9","30,434","1,742","56.3","2.9"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2009","01000","Alabama","43,737","1,341","16,373","1,403","37.4","3.0","27,364","1,582","62.6","3.0"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2008","01000","Alabama","36,549","1,215","13,752","1,339","37.6","3.5","22,797","1,486","62.4","3.5"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2007","01000","Alabama","35,451","1,561","11,869","1,664","33.5","4.5","23,582","1,889","66.5","4.5"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2006","01000","Alabama","31,500","2,167","11,358","1,744","36.1","5.1","20,142","2,163","63.9","5.1"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2018","02000","Alaska","9,396","542","2,716","416","28.9","4.1","6,680","550","71.1","4.1"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2017","02000","Alaska","9,262","519","2,730","393","29.5","3.9","6,532","515","70.5","3.9"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2016","02000","Alaska","9,621","531","3,107","411","32.3","3.9","6,514","520","67.7","3.9"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2015","02000","Alaska","9,652","535","3,099","403","32.1","3.8","6,553","525","67.9","3.8"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2014","02000","Alaska","10,119","537","3,953","455","39.1","4.0","6,166","514","60.9","4.0"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2013","02000","Alaska","9,979","523","4,138","435","41.5","3.8","5,841","488","58.5","3.8"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2012","02000","Alaska","9,487","472","3,914","413","41.3","3.8","5,574","455","58.7","3.8"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2011","02000","Alaska","9,141","449","3,968","398","43.4","3.8","5,173","435","56.6","3.8"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2010","02000","Alaska","8,984","452","3,624","419","40.3","4.2","5,361","466","59.7","4.2"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2009","02000","Alaska","9,676","523","4,221","507","43.6","4.7","5,455","548","56.4","4.7"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2008","02000","Alaska","8,728","470","3,928","497","45.0","5.1","4,800","519","55.0","5.1"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2007","02000","Alaska","8,914","548","3,554","478","39.9","4.8","5,361","537","60.1","4.8"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2006","02000","Alaska","8,479","735","3,463","505","40.8","5.0","5,016","619","59.2","5.0"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2018","04000","Arizona","520,203","8,174","113,842","6,983","21.9","1.3","406,361","8,919","78.1","1.3"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2017","04000","Arizona","518,896","7,865","104,489","6,513","20.1","1.2","414,407","8,610","79.9","1.2"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2016","04000","Arizona","531,266","7,285","108,740","6,524","20.5","1.2","422,526","8,278","79.5","1.2"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2015","04000","Arizona","545,957","6,554","123,040","6,952","22.5","1.2","422,917","8,160","77.5","1.2"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2014","04000","Arizona","551,025","6,297","150,046","7,447","27.2","1.3","400,979","8,281","72.8","1.3"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2013","04000","Arizona","548,186","6,118","182,053","8,025","33.2","1.4","366,133","8,453","66.8","1.4"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2012","04000","Arizona","542,428","6,062","186,382","7,547","34.4","1.3","356,046","7,985","65.6","1.3"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2011","04000","Arizona","537,782","6,766","179,371","8,420","33.4","1.5","358,411","8,962","66.6","1.5"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2010","04000","Arizona","523,887","7,031","173,261","7,925","33.1","1.4","350,626","8,681","66.9","1.4"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2009","04000","Arizona","518,958","11,365","171,991","8,888","33.1","1.6","346,967","11,150","66.9","1.6"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2008","04000","Arizona","497,954","10,055","193,010","9,161","38.8","1.7","304,944","10,405","61.2","1.7"
"Under 65 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2007","04000","Arizona","510,899","17,410","197,191","17,249","38.6","3.1","313,708","18,690","61.4","3.1"
