"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"40 to 64 years","<= 138% of Poverty","All Races","Female Only","2018","01000","Alabama","166,757","4,711","39,671","3,184","23.8","1.8","127,086","4,701","76.2","1.8"
"40 to 64 years","<= 138% of Poverty","All Races","Female Only","2017","01000","Alabama","165,706","4,625","42,047","3,324","25.4","1.9","123,659","4,641","74.6","1.9"
"40 to 64 years","<= 138% of Poverty","All Races","Female Only","2016","01000","Alabama","171,529","4,398","40,232","3,178","23.5","1.7","131,297","4,490","76.5","1.7"
"40 to 64 years","<= 138% of Poverty","All Races","Female Only","2015","01000","Alabama","176,256","4,263","44,194","3,310","25.1","1.8","132,062","4,435","74.9","1.8"
"40 to 64 years","<= 138% of Poverty","All Races","Female Only","2014","01000","Alabama","183,534","3,997","55,388","3,508","30.2","1.8","128,146","4,286","69.8","1.8"
"40 to 64 years","<= 138% of Poverty","All Races","Female Only","2013","01000","Alabama","184,403","4,172","59,543","3,691","32.3","1.9","124,860","4,427","67.7","1.9"
"40 to 64 years","<= 138% of Poverty","All Races","Female Only","2012","01000","Alabama","186,395","4,173","63,106","3,545","33.9","1.7","123,289","4,255","66.1","1.7"
"40 to 64 years","<= 138% of Poverty","All Races","Female Only","2011","01000","Alabama","185,497","4,739","64,892","3,833","35.0","1.9","120,605","4,612","65.0","1.9"
"40 to 64 years","<= 138% of Poverty","All Races","Female Only","2010","01000","Alabama","181,723","4,633","63,402","3,774","34.9","1.9","118,321","4,540","65.1","1.9"
"40 to 64 years","<= 138% of Poverty","All Races","Female Only","2009","01000","Alabama","161,419","5,112","54,045","3,637","33.5","2.0","107,374","4,642","66.5","2.0"
"40 to 64 years","<= 138% of Poverty","All Races","Female Only","2008","01000","Alabama","150,967","4,718","44,939","3,096","29.8","1.8","106,028","4,286","70.2","1.8"
"40 to 64 years","<= 138% of Poverty","All Races","Female Only","2018","02000","Alaska","13,313","826","3,336","459","25.1","3.1","9,977","746","74.9","3.1"
"40 to 64 years","<= 138% of Poverty","All Races","Female Only","2017","02000","Alaska","13,386","842","3,635","450","27.2","3.0","9,751","740","72.8","3.0"
"40 to 64 years","<= 138% of Poverty","All Races","Female Only","2016","02000","Alaska","13,443","807","3,965","474","29.5","3.1","9,478","712","70.5","3.1"
