"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2018","01000","Alabama","250,033","5,185","54,741","3,815","21.9","1.5","195,292","5,435","78.1","1.5"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2017","01000","Alabama","249,887","5,101","55,959","3,832","22.4","1.5","193,928","5,337","77.6","1.5"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2016","01000","Alabama","254,606","4,809","53,739","3,717","21.1","1.4","200,867","5,144","78.9","1.4"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2015","01000","Alabama","262,613","4,663","58,960","3,903","22.5","1.4","203,653","5,153","77.5","1.4"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2014","01000","Alabama","273,485","4,357","74,033","4,120","27.1","1.4","199,452","4,988","72.9","1.4"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2013","01000","Alabama","274,908","4,508","80,982","4,399","29.5","1.5","193,926","5,211","70.5","1.5"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2012","01000","Alabama","276,808","4,619","85,097","4,139","30.7","1.4","191,710","5,026","69.3","1.4"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2011","01000","Alabama","278,083","5,185","87,530","4,467","31.5","1.5","190,552","5,428","68.5","1.5"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2010","01000","Alabama","269,916","5,132","85,068","4,432","31.5","1.5","184,848","5,408","68.5","1.5"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2009","01000","Alabama","248,900","5,704","74,765","4,291","30.0","1.6","174,135","5,536","70.0","1.6"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2008","01000","Alabama","232,935","5,267","62,895","3,784","27.0","1.5","170,039","5,135","73.0","1.5"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2007","01000","Alabama","221,193","11,356","57,356","7,721","25.9","3.2","163,837","10,973","74.1","3.2"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2006","01000","Alabama","226,793","10,790","61,079","7,456","26.9","2.9","165,714","9,994","73.1","2.9"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2018","02000","Alaska","20,570","961","5,180","596","25.2","2.6","15,390","904","74.8","2.6"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2017","02000","Alaska","20,581","972","5,602","579","27.2","2.5","14,979","891","72.8","2.5"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2016","02000","Alaska","20,530","931","6,174","613","30.1","2.7","14,356","862","69.9","2.7"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2015","02000","Alaska","21,568","923","7,361","687","34.1","2.8","14,207","856","65.9","2.8"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2014","02000","Alaska","22,569","930","9,156","736","40.6","2.8","13,413","840","59.4","2.8"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2013","02000","Alaska","23,045","967","10,657","803","46.2","2.8","12,388","828","53.8","2.8"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2012","02000","Alaska","24,531","1,037","11,259","827","45.9","2.7","13,272","851","54.1","2.7"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2011","02000","Alaska","24,400","1,123","11,362","888","46.6","2.8","13,038","896","53.4","2.8"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2010","02000","Alaska","24,114","1,140","10,916","930","45.3","3.1","13,198","941","54.7","3.1"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2009","02000","Alaska","20,158","1,058","9,105","817","45.2","3.2","11,053","857","54.8","3.2"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2008","02000","Alaska","18,994","984","7,896","751","41.6","3.2","11,098","825","58.4","3.2"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2007","02000","Alaska","19,069","1,403","6,977","1,008","36.6","4.2","12,092","1,101","63.4","4.2"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2006","02000","Alaska","21,115","1,431","7,487","1,000","35.5","3.7","13,628","1,100","64.5","3.7"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2018","04000","Arizona","299,074","5,963","64,346","4,356","21.5","1.4","234,728","6,239","78.5","1.4"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2017","04000","Arizona","301,449","5,821","62,155","4,166","20.6","1.3","239,294","6,079","79.4","1.3"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2016","04000","Arizona","308,804","5,500","61,123","4,115","19.8","1.3","247,681","5,923","80.2","1.3"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2015","04000","Arizona","316,676","5,331","68,024","4,361","21.5","1.3","248,652","5,866","78.5","1.3"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2014","04000","Arizona","322,247","4,950","87,232","4,719","27.1","1.4","235,015","5,761","72.9","1.4"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2013","04000","Arizona","318,190","5,087","116,240","5,338","36.5","1.6","201,950","5,909","63.5","1.6"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2012","04000","Arizona","315,541","5,329","111,172","4,890","35.2","1.5","204,369","5,823","64.8","1.5"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2011","04000","Arizona","306,191","6,111","100,615","5,247","32.9","1.6","205,576","6,495","67.1","1.6"
"40 to 64 years","<= 200% of Poverty","All Races","Female Only","2010","04000","Arizona","293,059","5,837","95,406","4,983","32.6","1.6","197,654","6,113","67.4","1.6"
