"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2018","01000","Alabama","9,359","634","4,074","674","43.5","6.5","5,285","709","56.5","6.5"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2017","01000","Alabama","9,141","599","4,219","616","46.2","5.9","4,922","626","53.8","5.9"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2016","01000","Alabama","8,626","558","4,055","590","47.0","6.1","4,571","595","53.0","6.1"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2015","01000","Alabama","8,501","550","3,940","577","46.3","6.1","4,561","590","53.7","6.1"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2014","01000","Alabama","8,500","516","4,141","533","48.7","5.5","4,359","531","51.3","5.5"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2013","01000","Alabama","8,053","493","4,231","512","52.5","5.4","3,822","489","47.5","5.4"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2012","01000","Alabama","7,623","449","4,020","476","52.7","5.4","3,603","456","47.3","5.4"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2011","01000","Alabama","7,349","429","3,854","461","52.4","5.4","3,495","443","47.6","5.4"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2010","01000","Alabama","6,753","420","3,687","445","54.6","5.5","3,067","415","45.4","5.5"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2009","01000","Alabama","5,903","399","3,217","406","54.5","5.7","2,685","382","45.5","5.7"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2008","01000","Alabama","5,281","364","2,540","371","48.1","6.1","2,741","372","51.9","6.1"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2007","01000","Alabama","5,317","432","2,280","383","42.9","6.3","3,037","418","57.1","6.3"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2006","01000","Alabama","4,426","625","1,926","405","43.5","7.0","2,500","480","56.5","7.0"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2018","02000","Alaska","1,804","170","767","149","42.5","7.2","1,037","162","57.5","7.2"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2017","02000","Alaska","1,790","170","731","142","40.8","6.9","1,059","160","59.2","6.9"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2016","02000","Alaska","1,707","165","783","142","45.9","7.0","924","148","54.1","7.0"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2015","02000","Alaska","1,698","167","845","140","49.8","6.6","853","139","50.2","6.6"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2014","02000","Alaska","1,831","175","1,014","149","55.4","6.1","817","136","44.6","6.1"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2013","02000","Alaska","1,875","170","1,095","148","58.4","5.7","780","128","41.6","5.7"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2012","02000","Alaska","1,799","164","1,047","143","58.2","5.9","752","126","41.8","5.9"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2011","02000","Alaska","1,698","150","1,011","132","59.6","5.7","686","113","40.4","5.7"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2010","02000","Alaska","1,615","140","922","131","57.1","6.3","694","118","42.9","6.3"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2009","02000","Alaska","1,576","144","951","135","60.4","6.5","625","116","39.6","6.5"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2008","02000","Alaska","1,359","129","789","120","58.0","6.8","570","107","42.0","6.8"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2007","02000","Alaska","1,509","151","744","119","49.3","6.2","765","121","50.7","6.2"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2006","02000","Alaska","1,495","220","764","148","51.1","6.7","731","151","48.9","6.7"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2018","04000","Arizona","119,783","3,586","37,029","3,470","30.9","2.7","82,754","4,082","69.1","2.7"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2017","04000","Arizona","117,877","3,397","33,718","3,215","28.6","2.6","84,159","3,851","71.4","2.6"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2016","04000","Arizona","119,056","3,211","34,221","3,216","28.7","2.6","84,835","3,799","71.3","2.6"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2015","04000","Arizona","121,702","3,082","37,045","3,326","30.4","2.6","84,657","3,791","69.6","2.6"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2014","04000","Arizona","121,380","2,807","43,975","3,407","36.2","2.7","77,405","3,686","63.8","2.7"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2013","04000","Arizona","117,460","2,785","54,246","3,603","46.2","2.9","63,214","3,651","53.8","2.9"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2012","04000","Arizona","112,887","2,727","52,205","3,260","46.2","2.7","60,682","3,347","53.8","2.7"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2011","04000","Arizona","107,903","2,980","45,464","3,430","42.1","3.0","62,439","3,616","57.9","3.0"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2010","04000","Arizona","101,694","2,943","41,542","3,181","40.9","2.9","60,152","3,404","59.1","2.9"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2009","04000","Arizona","94,227","3,798","42,899","3,472","45.5","3.2","51,328","3,607","54.5","3.2"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2008","04000","Arizona","85,004","3,496","39,954","3,132","47.0","3.1","45,049","3,181","53.0","3.1"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2007","04000","Arizona","92,646","6,096","43,161","5,376","46.6","4.9","49,486","5,486","53.4","4.9"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2006","04000","Arizona","85,663","6,596","41,393","5,624","48.3","5.4","44,270","5,698","51.7","5.4"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2018","05000","Arkansas","11,687","680","4,196","721","35.9","5.8","7,491","795","64.1","5.8"
"40 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2017","05000","Arkansas","11,469","642","4,297","689","37.5","5.6","7,172","751","62.5","5.6"
