"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2018","01000","Alabama","178,420","4,049","24,560","2,558","13.8","1.4","153,860","4,274","86.2","1.4"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2017","01000","Alabama","181,874","3,795","26,337","2,656","14.5","1.4","155,537","4,097","85.5","1.4"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2016","01000","Alabama","187,682","3,571","24,281","2,581","12.9","1.3","163,401","3,978","87.1","1.3"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2015","01000","Alabama","190,917","3,321","25,799","2,598","13.5","1.3","165,118","3,823","86.5","1.3"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2014","01000","Alabama","194,810","3,167","29,780","2,686","15.3","1.4","165,030","3,724","84.7","1.4"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2013","01000","Alabama","195,448","3,139","35,133","2,949","18.0","1.5","160,315","3,796","82.0","1.5"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2012","01000","Alabama","195,876","3,141","35,462","2,809","18.1","1.4","160,414","3,711","81.9","1.4"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2011","01000","Alabama","194,847","3,570","36,355","3,004","18.7","1.5","158,493","4,048","81.3","1.5"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2010","01000","Alabama","187,626","3,410","35,477","2,988","18.9","1.5","152,149","3,964","81.1","1.5"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2009","01000","Alabama","178,132","4,138","27,353","2,654","15.4","1.4","150,779","4,334","84.6","1.4"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2008","01000","Alabama","169,279","3,861","24,673","2,424","14.6","1.4","144,606","4,040","85.4","1.4"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2018","02000","Alaska","15,222","936","2,727","528","17.9","3.3","12,495","909","82.1","3.3"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2017","02000","Alaska","16,173","939","2,087","415","12.9","2.5","14,086","906","87.1","2.5"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2016","02000","Alaska","15,328","906","2,726","538","17.8","3.3","12,602","900","82.2","3.3"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2015","02000","Alaska","16,077","860","3,560","594","22.1","3.5","12,517","873","77.9","3.5"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2014","02000","Alaska","17,093","875","4,279","623","25.0","3.4","12,814","875","75.0","3.4"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2013","02000","Alaska","17,319","879","4,891","664","28.2","3.5","12,428","854","71.8","3.5"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2012","02000","Alaska","18,347","947","5,818","733","31.7","3.6","12,529","916","68.3","3.6"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2011","02000","Alaska","17,689","1,021","5,404","750","30.6","3.8","12,285","958","69.4","3.8"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2010","02000","Alaska","17,820","1,034","4,913","753","27.6","3.8","12,907","997","72.4","3.8"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2009","02000","Alaska","15,290","1,211","3,839","666","25.1","3.9","11,451","1,080","74.9","3.9"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2008","02000","Alaska","14,638","1,145","3,446","604","23.5","3.7","11,192","1,024","76.5","3.7"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2018","04000","Arizona","199,692","4,749","22,674","2,591","11.4","1.3","177,018","4,914","88.6","1.3"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2017","04000","Arizona","201,776","4,386","22,374","2,569","11.1","1.3","179,402","4,642","88.9","1.3"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2016","04000","Arizona","209,283","4,116","21,684","2,532","10.4","1.2","187,599","4,437","89.6","1.2"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2015","04000","Arizona","214,294","3,832","22,146","2,588","10.3","1.2","192,148","4,279","89.7","1.2"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2014","04000","Arizona","220,310","3,639","31,791","2,927","14.4","1.3","188,519","4,215","85.6","1.3"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2013","04000","Arizona","220,617","3,639","47,128","3,618","21.4","1.6","173,489","4,487","78.6","1.6"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2012","04000","Arizona","218,587","3,753","42,781","3,375","19.6","1.5","175,806","4,424","80.4","1.5"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2011","04000","Arizona","217,482","4,516","41,877","3,818","19.3","1.7","175,604","5,137","80.7","1.7"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2010","04000","Arizona","211,944","4,098","40,453","3,463","19.1","1.6","171,491","4,678","80.9","1.6"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2009","04000","Arizona","203,008","5,413","35,372","3,362","17.4","1.6","167,637","5,487","82.6","1.6"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2008","04000","Arizona","184,346","4,801","28,240","2,791","15.3","1.5","156,106","4,871","84.7","1.5"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2018","05000","Arkansas","130,141","3,122","11,245","1,601","8.6","1.2","118,896","3,260","91.4","1.2"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2017","05000","Arkansas","131,402","3,019","11,789","1,702","9.0","1.3","119,613","3,202","91.0","1.3"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2016","05000","Arkansas","133,386","2,822","10,176","1,526","7.6","1.1","123,210","3,012","92.4","1.1"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2015","05000","Arkansas","137,037","2,620","14,033","1,786","10.2","1.3","123,004","2,934","89.8","1.3"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2014","05000","Arkansas","140,438","2,479","20,158","2,073","14.4","1.5","120,280","2,928","85.6","1.5"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2013","05000","Arkansas","140,061","2,439","31,386","2,618","22.4","1.8","108,675","3,113","77.6","1.8"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2012","05000","Arkansas","140,493","2,459","32,936","2,580","23.4","1.8","107,557","3,099","76.6","1.8"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2011","05000","Arkansas","142,996","2,758","30,108","2,613","21.1","1.8","112,888","3,305","78.9","1.8"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2010","05000","Arkansas","138,673","2,648","29,371","2,547","21.2","1.8","109,303","3,200","78.8","1.8"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2009","05000","Arkansas","130,943","3,315","27,303","2,527","20.9","1.8","103,640","3,544","79.1","1.8"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2008","05000","Arkansas","130,952","3,076","30,823","2,528","23.5","1.8","100,129","3,359","76.5","1.8"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2018","06000","California","615,073","9,626","42,738","3,872","6.9","0.6","572,335","9,725","93.1","0.6"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2017","06000","California","638,230","9,281","47,425","4,125","7.4","0.6","590,805","9,520","92.6","0.6"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2016","06000","California","665,898","8,433","49,412","4,291","7.4","0.6","616,486","8,903","92.6","0.6"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2015","06000","California","687,779","7,957","53,730","4,362","7.8","0.6","634,049","8,498","92.2","0.6"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2014","06000","California","714,608","7,719","93,427","5,608","13.1","0.8","621,181","8,647","86.9","0.8"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2013","06000","California","731,362","7,707","149,892","7,230","20.5","1.0","581,470","9,224","79.5","1.0"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2012","06000","California","725,769","8,125","155,398","7,107","21.4","0.9","570,371","9,294","78.6","0.9"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2011","06000","California","718,001","9,545","151,545","7,473","21.1","1.0","566,456","10,263","78.9","1.0"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2010","06000","California","698,331","8,347","136,498","6,852","19.5","0.9","561,833","9,374","80.5","0.9"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2009","06000","California","647,139","10,332","122,328","6,738","18.9","1.0","524,811","10,537","81.1","1.0"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2008","06000","California","601,248","8,736","100,727","5,736","16.8","0.9","500,522","9,112","83.2","0.9"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2018","08000","Colorado","155,766","4,160","16,047","1,996","10.3","1.3","139,719","4,211","89.7","1.3"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2017","08000","Colorado","161,380","3,926","15,225","1,947","9.4","1.2","146,155","4,037","90.6","1.2"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2016","08000","Colorado","164,090","3,698","13,943","1,806","8.5","1.1","150,147","3,798","91.5","1.1"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2015","08000","Colorado","166,980","3,465","15,306","1,870","9.2","1.1","151,674","3,633","90.8","1.1"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2014","08000","Colorado","171,774","3,392","22,838","2,265","13.3","1.3","148,936","3,687","86.7","1.3"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2013","08000","Colorado","175,450","3,425","36,624","2,927","20.9","1.6","138,826","3,878","79.1","1.6"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2012","08000","Colorado","172,795","3,483","38,118","2,905","22.1","1.6","134,677","3,870","77.9","1.6"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2011","08000","Colorado","167,255","3,969","36,018","3,037","21.5","1.7","131,237","4,199","78.5","1.7"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2010","08000","Colorado","162,275","3,602","34,799","2,863","21.4","1.7","127,476","3,890","78.6","1.7"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2009","08000","Colorado","146,689","4,611","28,164","2,672","19.2","1.7","118,525","4,479","80.8","1.7"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2008","08000","Colorado","139,826","4,122","26,600","2,456","19.0","1.7","113,226","4,037","81.0","1.7"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2018","09000","Connecticut","91,458","3,168","6,199","1,121","6.8","1.2","85,259","3,162","93.2","1.2"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2017","09000","Connecticut","93,240","3,015","6,322","1,112","6.8","1.2","86,918","3,010","93.2","1.2"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2016","09000","Connecticut","95,730","2,900","6,046","1,123","6.3","1.2","89,684","2,931","93.7","1.2"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2015","09000","Connecticut","98,092","2,751","7,555","1,262","7.7","1.3","90,537","2,832","92.3","1.3"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2014","09000","Connecticut","99,999","2,661","9,716","1,331","9.7","1.3","90,283","2,745","90.3","1.3"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2013","09000","Connecticut","101,391","2,653","16,345","1,845","16.1","1.8","85,046","2,833","83.9","1.8"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2012","09000","Connecticut","99,153","2,718","15,895","1,850","16.0","1.8","83,258","2,890","84.0","1.8"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2011","09000","Connecticut","100,118","3,048","15,407","1,882","15.4","1.8","84,711","3,128","84.6","1.8"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2010","09000","Connecticut","97,263","2,914","13,601","1,737","14.0","1.7","83,662","2,998","86.0","1.7"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2009","09000","Connecticut","86,076","3,567","11,945","1,678","13.9","1.9","74,131","3,467","86.1","1.9"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2008","09000","Connecticut","84,685","3,272","11,765","1,570","13.9","1.8","72,920","3,189","86.1","1.8"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2018","10000","Delaware","29,589","1,460","2,075","487","7.0","1.6","27,514","1,440","93.0","1.6"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2017","10000","Delaware","30,214","1,395","1,851","456","6.1","1.5","28,363","1,382","93.9","1.5"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2016","10000","Delaware","29,421","1,319","2,033","496","6.9","1.7","27,388","1,315","93.1","1.7"
"50 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2015","10000","Delaware","30,767","1,297","2,313","528","7.5","1.7","28,454","1,309","92.5","1.7"
