"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"50 to 64 years","<= 138% of Poverty","All Races","Female Only","2018","01000","Alabama","102,918","3,768","20,576","2,301","20.0","2.1","82,342","3,724","80.0","2.1"
"50 to 64 years","<= 138% of Poverty","All Races","Female Only","2017","01000","Alabama","102,570","3,636","23,654","2,524","23.1","2.3","78,916","3,671","76.9","2.3"
"50 to 64 years","<= 138% of Poverty","All Races","Female Only","2016","01000","Alabama","106,610","3,418","21,792","2,362","20.4","2.1","84,818","3,535","79.6","2.1"
"50 to 64 years","<= 138% of Poverty","All Races","Female Only","2015","01000","Alabama","106,913","3,157","22,889","2,338","21.4","2.1","84,024","3,326","78.6","2.1"
"50 to 64 years","<= 138% of Poverty","All Races","Female Only","2014","01000","Alabama","109,573","3,048","28,923","2,570","26.4","2.2","80,650","3,300","73.6","2.2"
"50 to 64 years","<= 138% of Poverty","All Races","Female Only","2013","01000","Alabama","107,850","3,102","30,550","2,647","28.3","2.3","77,300","3,323","71.7","2.3"
"50 to 64 years","<= 138% of Poverty","All Races","Female Only","2012","01000","Alabama","109,852","3,120","31,341","2,518","28.5","2.1","78,511","3,250","71.5","2.1"
"50 to 64 years","<= 138% of Poverty","All Races","Female Only","2011","01000","Alabama","107,746","3,539","32,143","2,694","29.8","2.3","75,603","3,509","70.2","2.3"
"50 to 64 years","<= 138% of Poverty","All Races","Female Only","2010","01000","Alabama","101,907","3,283","31,555","2,645","31.0","2.4","70,352","3,326","69.0","2.4"
"50 to 64 years","<= 138% of Poverty","All Races","Female Only","2009","01000","Alabama","90,088","3,735","24,235","2,380","26.9","2.4","65,853","3,480","73.1","2.4"
"50 to 64 years","<= 138% of Poverty","All Races","Female Only","2008","01000","Alabama","88,345","3,492","22,641","2,191","25.6","2.3","65,704","3,284","74.4","2.3"
"50 to 64 years","<= 138% of Poverty","All Races","Female Only","2018","02000","Alaska","8,311","684","2,025","376","24.4","4.1","6,286","620","75.6","4.1"
