"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2018","01000","Alabama","4,682","396","1,528","383","32.6","7.7","3,154","444","67.4","7.7"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2017","01000","Alabama","4,506","367","1,396","347","31.0","7.2","3,110","408","69.0","7.2"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2016","01000","Alabama","4,378","343","1,613","366","36.8","7.8","2,765","399","63.2","7.8"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2015","01000","Alabama","4,087","324","1,431","330","35.0","7.5","2,656","369","65.0","7.5"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2014","01000","Alabama","4,223","302","1,712","315","40.5","6.8","2,511","336","59.5","6.8"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2013","01000","Alabama","3,865","294","1,725","304","44.6","7.0","2,140","313","55.4","7.0"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2012","01000","Alabama","3,636","276","1,673","286","46.0","7.0","1,963","292","54.0","7.0"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2011","01000","Alabama","3,635","266","1,605","285","44.1","7.0","2,031","291","55.9","7.0"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2010","01000","Alabama","3,182","255","1,414","269","44.5","7.6","1,767","276","55.5","7.6"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2009","01000","Alabama","2,916","244","1,327","264","45.5","8.1","1,589","267","54.5","8.1"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2008","01000","Alabama","2,620","218","1,064","220","40.6","7.6","1,556","237","59.4","7.6"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2007","01000","Alabama","2,644","252","991","203","37.5","6.7","1,652","237","62.5","6.7"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2006","01000","Alabama","2,198","383","840","223","38.2","7.9","1,359","299","61.8","7.9"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2018","02000","Alaska","1,139","133","411","109","36.1","8.5","728","128","63.9","8.5"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2017","02000","Alaska","1,074","130","380","101","35.4","8.3","694","123","64.6","8.3"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2016","02000","Alaska","1,021","122","396","101","38.8","8.6","625","115","61.2","8.6"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2015","02000","Alaska","1,055","123","435","102","41.2","8.2","620","112","58.8","8.2"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2014","02000","Alaska","1,068","125","524","104","49.1","7.9","544","105","50.9","7.9"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2013","02000","Alaska","1,083","122","572","104","52.8","7.4","511","98","47.2","7.4"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2012","02000","Alaska","1,008","118","548","103","54.4","7.9","460","96","45.6","7.9"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2011","02000","Alaska","929","102","519","89","55.9","7.2","410","80","44.1","7.2"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2010","02000","Alaska","875","95","446","87","51.0","8.2","429","85","49.0","8.2"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2009","02000","Alaska","868","99","441","90","50.8","8.4","428","87","49.2","8.4"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2008","02000","Alaska","756","90","393","83","52.0","9.0","362","80","48.0","9.0"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2007","02000","Alaska","831","99","383","72","46.1","6.7","448","77","53.9","6.7"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2006","02000","Alaska","796","151","360","89","45.2","7.7","436","106","54.8","7.7"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2018","04000","Arizona","72,860","2,600","16,401","2,301","22.5","3.0","56,459","2,972","77.5","3.0"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2017","04000","Arizona","71,393","2,343","15,960","2,153","22.4","2.9","55,433","2,749","77.6","2.9"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2016","04000","Arizona","70,506","2,174","15,552","2,129","22.1","2.9","54,954","2,670","77.9","2.9"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2015","04000","Arizona","70,441","2,015","16,826","2,203","23.9","3.0","53,615","2,618","76.1","3.0"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2014","04000","Arizona","69,265","1,880","19,913","2,258","28.7","3.2","49,352","2,561","71.3","3.2"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2013","04000","Arizona","66,720","1,830","26,782","2,529","40.1","3.6","39,938","2,635","59.9","3.6"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2012","04000","Arizona","63,811","1,806","25,997","2,279","40.7","3.4","37,814","2,399","59.3","3.4"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2011","04000","Arizona","59,757","1,954","21,845","2,353","36.6","3.7","37,912","2,545","63.4","3.7"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2010","04000","Arizona","56,616","1,873","21,032","2,188","37.1","3.7","35,584","2,370","62.9","3.7"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2009","04000","Arizona","52,035","2,393","20,386","2,254","39.2","3.9","31,649","2,483","60.8","3.9"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2008","04000","Arizona","45,547","2,265","18,745","2,085","41.2","4.0","26,801","2,248","58.8","4.0"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2007","04000","Arizona","49,356","3,713","20,627","3,208","41.8","5.6","28,729","3,463","58.2","5.6"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2006","04000","Arizona","45,368","4,151","19,999","3,495","44.1","6.6","25,370","3,779","55.9","6.6"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2018","05000","Arkansas","5,948","440","1,366","370","23.0","5.9","4,582","487","77.0","5.9"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2017","05000","Arkansas","5,653","396","1,716","409","30.4","6.9","3,937","471","69.6","6.9"
"50 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2016","05000","Arkansas","5,432","377","1,239","320","22.8","5.6","4,193","419","77.2","5.6"
