"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"40 to 64 years","All Incomes","All Races","Female Only","2018","01000","Alabama","813,248","0","90,845","5,062","11.2","0.6","722,403","5,062","88.8","0.6"
"40 to 64 years","All Incomes","All Races","Female Only","2017","01000","Alabama","813,870","0","86,682","4,892","10.7","0.6","727,188","4,892","89.3","0.6"
"40 to 64 years","All Incomes","All Races","Female Only","2016","01000","Alabama","816,604","0","81,702","4,680","10.0","0.6","734,902","4,680","90.0","0.6"
"40 to 64 years","All Incomes","All Races","Female Only","2015","01000","Alabama","821,621","0","89,396","4,906","10.9","0.6","732,225","4,906","89.1","0.6"
"40 to 64 years","All Incomes","All Races","Female Only","2014","01000","Alabama","823,822","0","107,330","5,094","13.0","0.6","716,492","5,094","87.0","0.6"
"40 to 64 years","All Incomes","All Races","Female Only","2013","01000","Alabama","825,335","0","120,220","5,565","14.6","0.7","705,115","5,565","85.4","0.7"
"40 to 64 years","All Incomes","All Races","Female Only","2012","01000","Alabama","823,759","0","123,267","5,215","15.0","0.6","700,492","5,215","85.0","0.6"
"40 to 64 years","All Incomes","All Races","Female Only","2011","01000","Alabama","826,257","0","125,913","5,559","15.2","0.7","700,344","5,559","84.8","0.7"
"40 to 64 years","All Incomes","All Races","Female Only","2010","01000","Alabama","819,065","0","120,061","5,459","14.7","0.7","699,003","5,459","85.3","0.7"
"40 to 64 years","All Incomes","All Races","Female Only","2009","01000","Alabama","792,543","0","108,685","5,234","13.7","0.7","683,857","5,234","86.3","0.7"
"40 to 64 years","All Incomes","All Races","Female Only","2008","01000","Alabama","791,057","0","98,211","4,931","12.4","0.6","692,846","4,931","87.6","0.6"
"40 to 64 years","All Incomes","All Races","Female Only","2007","01000","Alabama","789,342","0","95,444","9,304","12.1","1.2","693,898","9,754","87.9","1.2"
"40 to 64 years","All Incomes","All Races","Female Only","2006","01000","Alabama","782,832","0","102,635","9,904","13.1","1.3","680,197","10,749","86.9","1.4"
"40 to 64 years","All Incomes","All Races","Female Only","2018","02000","Alaska","108,786","0","13,174","1,191","12.1","1.1","95,612","1,191","87.9","1.1"
"40 to 64 years","All Incomes","All Races","Female Only","2017","02000","Alaska","109,957","0","13,823","1,216","12.6","1.1","96,134","1,216","87.4","1.1"
"40 to 64 years","All Incomes","All Races","Female Only","2016","02000","Alaska","111,416","0","15,575","1,302","14.0","1.2","95,841","1,302","86.0","1.2"
"40 to 64 years","All Incomes","All Races","Female Only","2015","02000","Alaska","110,904","0","17,027","1,320","15.4","1.2","93,877","1,320","84.6","1.2"
"40 to 64 years","All Incomes","All Races","Female Only","2014","02000","Alaska","112,605","0","20,351","1,406","18.1","1.2","92,254","1,406","81.9","1.2"
"40 to 64 years","All Incomes","All Races","Female Only","2013","02000","Alaska","114,202","0","22,530","1,500","19.7","1.3","91,672","1,500","80.3","1.3"
"40 to 64 years","All Incomes","All Races","Female Only","2012","02000","Alaska","117,965","0","25,041","1,582","21.2","1.3","92,924","1,582","78.8","1.3"
