"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2018","01000","Alabama","184,434","5,764","48,326","3,849","26.2","1.9","136,108","5,502","73.8","1.9"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2017","01000","Alabama","184,824","5,664","48,314","3,837","26.1","1.9","136,510","5,440","73.9","1.9"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2016","01000","Alabama","193,735","5,427","48,469","3,869","25.0","1.9","145,266","5,359","75.0","1.9"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2015","01000","Alabama","203,131","5,122","54,058","4,062","26.6","1.9","149,073","5,260","73.4","1.9"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2014","01000","Alabama","211,288","5,062","68,790","4,443","32.6","1.9","142,498","5,321","67.4","1.9"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2013","01000","Alabama","212,243","5,205","74,470","4,653","35.1","2.0","137,773","5,425","64.9","2.0"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2012","01000","Alabama","215,359","5,229","78,889","4,597","36.6","1.9","136,470","5,278","63.4","1.9"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2011","01000","Alabama","214,962","5,826","82,504","4,909","38.4","2.0","132,458","5,615","61.6","2.0"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2010","01000","Alabama","210,828","5,595","79,345","4,663","37.6","2.0","131,483","5,401","62.4","2.0"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2009","01000","Alabama","192,566","7,163","71,810","4,917","37.3","2.1","120,756","6,016","62.7","2.1"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2008","01000","Alabama","177,218","6,437","63,181","4,331","35.7","2.0","114,036","5,395","64.3","2.0"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2018","02000","Alaska","14,979","1,141","3,721","651","24.8","3.9","11,258","1,020","75.2","3.9"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2017","02000","Alaska","15,565","1,187","3,065","545","19.7","3.2","12,500","1,072","80.3","3.2"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2016","02000","Alaska","15,333","1,139","3,529","609","23.0","3.5","11,804","1,024","77.0","3.5"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2015","02000","Alaska","15,513","1,100","4,422","662","28.5","3.7","11,091","976","71.5","3.7"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2014","02000","Alaska","17,470","1,217","5,950","788","34.1","3.8","11,520","1,048","65.9","3.8"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2013","02000","Alaska","17,503","1,268","6,928","859","39.6","4.0","10,575","1,039","60.4","4.0"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2012","02000","Alaska","18,234","1,288","7,009","872","38.4","3.9","11,224","1,073","61.6","3.9"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2011","02000","Alaska","19,199","1,427","7,302","941","38.0","4.0","11,897","1,174","62.0","4.0"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2010","02000","Alaska","18,844","1,457","7,161","991","38.0","4.3","11,683","1,211","62.0","4.3"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2009","02000","Alaska","16,958","1,556","7,247","1,054","42.7","4.8","9,712","1,194","57.3","4.8"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2008","02000","Alaska","16,106","1,439","6,565","946","40.8","4.5","9,541","1,113","59.2","4.5"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2018","04000","Arizona","165,435","5,641","24,730","2,729","14.9","1.6","140,705","5,436","85.1","1.6"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2017","04000","Arizona","173,971","5,728","25,599","2,837","14.7","1.6","148,372","5,568","85.3","1.6"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2016","04000","Arizona","187,264","5,535","24,829","2,722","13.3","1.4","162,435","5,426","86.7","1.4"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2015","04000","Arizona","194,189","5,178","29,829","2,993","15.4","1.5","164,360","5,202","84.6","1.5"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2014","04000","Arizona","201,284","5,136","42,822","3,636","21.3","1.7","158,462","5,314","78.7","1.7"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2013","04000","Arizona","205,028","5,372","61,811","4,435","30.1","2.0","143,217","5,578","69.9","2.0"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2012","04000","Arizona","208,250","5,565","59,701","4,263","28.7","1.9","148,549","5,641","71.3","1.9"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2011","04000","Arizona","207,042","6,620","52,174","4,416","25.2","2.0","154,868","6,465","74.8","2.0"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2010","04000","Arizona","205,262","6,156","57,817","4,369","28.2","2.0","147,444","5,981","71.8","2.0"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2009","04000","Arizona","186,259","8,066","49,212","4,343","26.4","2.0","137,046","7,005","73.6","2.0"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2008","04000","Arizona","166,913","7,125","45,373","3,955","27.2","2.1","121,540","6,188","72.8","2.1"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2018","05000","Arkansas","140,259","4,725","20,368","2,294","14.5","1.6","119,891","4,551","85.5","1.6"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2017","05000","Arkansas","140,148","4,724","19,588","2,299","14.0","1.6","120,560","4,592","86.0","1.6"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2016","05000","Arkansas","145,615","4,475","22,423","2,517","15.4","1.7","123,192","4,439","84.6","1.7"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2015","05000","Arkansas","152,859","4,193","27,383","2,702","17.9","1.7","125,476","4,278","82.1","1.7"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2014","05000","Arkansas","156,801","4,138","37,218","3,114","23.7","1.9","119,583","4,268","76.3","1.9"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2013","05000","Arkansas","159,691","4,313","63,318","4,080","39.7","2.3","96,373","4,483","60.3","2.3"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2012","05000","Arkansas","162,584","4,307","68,178","4,014","41.9","2.2","94,407","4,328","58.1","2.2"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2011","05000","Arkansas","164,203","4,803","70,797","4,282","43.1","2.3","93,406","4,587","56.9","2.3"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2010","05000","Arkansas","154,682","4,607","66,847","4,026","43.2","2.2","87,836","4,307","56.8","2.2"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2009","05000","Arkansas","142,328","5,954","64,273","4,488","45.2","2.5","78,055","4,704","54.8","2.5"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2008","05000","Arkansas","143,009","5,461","63,522","4,086","44.4","2.2","79,487","4,343","55.6","2.2"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2018","06000","California","589,346","12,009","50,279","4,362","8.5","0.7","539,067","11,717","91.5","0.7"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2017","06000","California","609,568","12,314","53,739","4,706","8.8","0.8","555,829","12,098","91.2","0.8"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2016","06000","California","653,624","11,601","60,412","4,969","9.2","0.7","593,212","11,498","90.8","0.7"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2015","06000","California","694,243","10,934","71,738","5,371","10.3","0.8","622,505","11,069","89.7","0.8"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2014","06000","California","735,291","10,871","133,070","7,327","18.1","1.0","602,221","11,327","81.9","1.0"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2013","06000","California","758,682","11,470","204,356","9,408","26.9","1.2","554,326","12,152","73.1","1.2"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2012","06000","California","765,821","12,053","221,989","9,363","29.0","1.1","543,832","12,365","71.0","1.1"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2011","06000","California","755,203","13,960","223,163","10,030","29.6","1.2","532,039","13,635","70.4","1.2"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2010","06000","California","712,144","12,217","202,041","8,919","28.4","1.2","510,103","12,134","71.6","1.2"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2009","06000","California","675,814","16,358","185,922","9,571","27.5","1.2","489,892","14,557","72.5","1.2"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2008","06000","California","665,174","15,029","182,729","8,987","27.5","1.2","482,445","13,350","72.5","1.2"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2018","08000","Colorado","144,763","5,284","15,837","2,064","10.9","1.4","128,926","5,068","89.1","1.4"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2017","08000","Colorado","154,403","5,451","16,270","2,076","10.5","1.3","138,133","5,263","89.5","1.3"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2016","08000","Colorado","160,642","5,162","15,583","2,007","9.7","1.2","145,059","5,015","90.3","1.2"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2015","08000","Colorado","162,399","4,748","17,674","2,086","10.9","1.2","144,725","4,690","89.1","1.2"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2014","08000","Colorado","171,809","4,829","28,345","2,794","16.5","1.6","143,464","4,836","83.5","1.6"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2013","08000","Colorado","185,497","5,273","50,965","3,917","27.5","2.0","134,532","5,311","72.5","2.0"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2012","08000","Colorado","180,253","5,179","52,554","3,789","29.2","1.9","127,699","5,090","70.8","1.9"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2011","08000","Colorado","180,085","5,896","50,252","3,893","27.9","2.0","129,832","5,580","72.1","2.0"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2010","08000","Colorado","172,483","5,353","54,052","3,881","31.3","2.0","118,431","5,092","68.7","2.0"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2009","08000","Colorado","156,189","7,113","50,539","4,282","32.4","2.3","105,650","6,050","67.6","2.3"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2008","08000","Colorado","144,242","6,251","49,417","3,803","34.3","2.2","94,824","5,164","65.7","2.2"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2018","09000","Connecticut","66,127","3,205","4,976","917","7.5","1.3","61,151","3,088","92.5","1.3"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2017","09000","Connecticut","65,216","3,128","5,440","966","8.3","1.4","59,776","3,019","91.7","1.4"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2016","09000","Connecticut","71,248","3,141","5,398","954","7.6","1.3","65,850","3,044","92.4","1.3"
"18 to 64 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2015","09000","Connecticut","71,797","2,955","7,082","1,126","9.9","1.5","64,715","2,875","90.1","1.5"
