"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2018","01000","Alabama","375,813","5,240","54,964","4,463","14.6","1.2","320,849","6,119","85.4","1.2"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2017","01000","Alabama","381,107","5,139","48,562","4,110","12.7","1.1","332,545","5,962","87.3","1.1"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2016","01000","Alabama","387,167","4,831","50,374","4,178","13.0","1.1","336,793","5,772","87.0","1.1"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2015","01000","Alabama","401,141","4,396","62,540","4,540","15.6","1.1","338,601","5,785","84.4","1.1"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2014","01000","Alabama","412,185","4,206","74,462","4,751","18.1","1.1","337,723","5,735","81.9","1.1"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2013","01000","Alabama","412,695","4,163","88,772","5,313","21.5","1.3","323,923","6,063","78.5","1.3"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2012","01000","Alabama","414,020","4,075","86,650","4,798","20.9","1.1","327,370","5,575","79.1","1.1"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2011","01000","Alabama","414,901","4,252","89,629","4,977","21.6","1.2","325,272","5,782","78.4","1.2"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2010","01000","Alabama","412,105","4,705","92,245","5,201","22.4","1.2","319,860","6,118","77.6","1.2"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2009","01000","Alabama","390,384","5,942","86,923","5,515","22.3","1.4","303,461","6,885","77.7","1.4"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2008","01000","Alabama","376,542","5,754","76,835","4,931","20.4","1.3","299,707","6,544","79.6","1.3"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2007","01000","Alabama","378,548","11,736","86,969","10,549","23.0","2.6","291,579","12,880","77.0","2.6"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2006","01000","Alabama","383,033","13,238","90,379","10,536","23.6","2.6","292,655","13,920","76.4","2.6"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2018","02000","Alaska","4,999","234","851","168","17.0","3.2","4,148","249","83.0","3.2"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2017","02000","Alaska","5,008","231","858","164","17.1","3.2","4,150","247","82.9","3.2"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2016","02000","Alaska","4,969","236","868","159","17.5","3.1","4,101","245","82.5","3.1"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2015","02000","Alaska","5,206","241","1,038","175","19.9","3.2","4,168","250","80.1","3.2"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2014","02000","Alaska","5,493","254","1,356","204","24.7","3.5","4,137","265","75.3","3.5"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2013","02000","Alaska","5,730","254","1,514","210","26.4","3.4","4,216","266","73.6","3.4"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2012","02000","Alaska","5,585","247","1,536","214","27.5","3.6","4,049","264","72.5","3.6"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2011","02000","Alaska","5,530","234","1,454","190","26.3","3.2","4,076","245","73.7","3.2"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2010","02000","Alaska","5,024","214","1,361","199","27.1","3.7","3,662","240","72.9","3.7"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2009","02000","Alaska","6,369","283","1,746","260","27.4","3.9","4,622","318","72.6","3.9"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2008","02000","Alaska","6,180","264","1,561","259","25.3","4.0","4,618","310","74.7","4.0"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2007","02000","Alaska","6,226","332","1,595","235","25.6","3.4","4,631","317","74.4","3.4"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2006","02000","Alaska","6,328","427","1,681","264","26.6","3.7","4,647","387","73.4","3.7"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2018","04000","Arizona","71,985","2,151","9,038","1,326","12.6","1.8","62,947","2,259","87.4","1.8"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2017","04000","Arizona","72,106","2,025","8,116","1,220","11.3","1.7","63,990","2,149","88.7","1.7"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2016","04000","Arizona","71,521","1,925","7,465","1,097","10.4","1.5","64,056","2,027","89.6","1.5"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2015","04000","Arizona","72,020","1,830","8,386","1,156","11.6","1.6","63,634","1,971","88.4","1.6"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2014","04000","Arizona","71,497","1,746","10,173","1,273","14.2","1.7","61,324","1,946","85.8","1.7"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2013","04000","Arizona","68,113","1,671","13,580","1,495","19.9","2.1","54,533","1,959","80.1","2.1"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2012","04000","Arizona","65,941","1,597","13,108","1,402","19.9","2.1","52,834","1,846","80.1","2.1"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2011","04000","Arizona","64,623","1,666","13,889","1,569","21.5","2.4","50,734","1,981","78.5","2.4"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2010","04000","Arizona","62,267","1,742","11,504","1,393","18.5","2.2","50,763","1,933","81.5","2.2"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2009","04000","Arizona","64,673","2,217","12,669","1,649","19.6","2.4","52,004","2,360","80.4","2.4"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2008","04000","Arizona","56,047","2,050","10,038","1,333","17.9","2.3","46,008","2,096","82.1","2.3"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2007","04000","Arizona","62,169","2,652","14,797","2,074","23.8","3.1","47,372","2,706","76.2","3.1"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2006","04000","Arizona","53,720","3,786","13,648","2,154","25.4","3.5","40,072","3,360","74.6","3.5"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2018","05000","Arkansas","142,745","2,541","12,892","1,760","9.0","1.2","129,853","2,866","91.0","1.2"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2017","05000","Arkansas","141,813","2,502","12,838","1,699","9.1","1.2","128,975","2,813","90.9","1.2"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2016","05000","Arkansas","143,901","2,408","12,569","1,673","8.7","1.1","131,332","2,714","91.3","1.1"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2015","05000","Arkansas","149,209","2,220","17,699","2,065","11.9","1.4","131,510","2,812","88.1","1.4"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2014","05000","Arkansas","151,972","2,166","22,511","2,244","14.8","1.5","129,461","2,874","85.2","1.5"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2013","05000","Arkansas","154,360","2,104","34,463","2,776","22.3","1.8","119,897","3,133","77.7","1.8"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2012","05000","Arkansas","153,442","2,052","36,056","2,698","23.5","1.7","117,386","3,005","76.5","1.7"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2011","05000","Arkansas","153,620","2,058","34,629","2,694","22.5","1.7","118,991","3,033","77.5","1.7"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2010","05000","Arkansas","152,683","2,308","36,654","2,768","24.0","1.8","116,028","3,146","76.0","1.8"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2009","05000","Arkansas","147,812","2,778","35,103","3,007","23.7","2.0","112,709","3,504","76.3","2.0"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2008","05000","Arkansas","146,477","2,635","35,802","2,863","24.4","1.9","110,675","3,335","75.6","1.9"
"Under 65 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2007","05000","Arkansas","150,636","4,481","42,771","4,920","28.4","3.1","107,865","5,299","71.6","3.1"
