"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2018","01000","Alabama","348,714","3,747","59,915","4,680","17.2","1.3","288,799","5,491","82.8","1.3"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2017","01000","Alabama","349,807","3,684","52,346","4,311","15.0","1.2","297,461","5,241","85.0","1.2"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2016","01000","Alabama","348,135","3,495","54,011","4,365","15.5","1.2","294,124","5,179","84.5","1.2"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2015","01000","Alabama","355,278","3,143","65,263","4,669","18.4","1.3","290,015","5,278","81.6","1.3"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2014","01000","Alabama","359,262","2,920","78,682","4,908","21.9","1.4","280,580","5,317","78.1","1.4"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2013","01000","Alabama","359,951","2,912","92,651","5,377","25.7","1.5","267,300","5,692","74.3","1.5"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2012","01000","Alabama","358,717","2,953","90,647","4,875","25.3","1.3","268,070","5,243","74.7","1.3"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2011","01000","Alabama","356,085","3,165","91,859","5,003","25.8","1.4","264,226","5,388","74.2","1.4"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2010","01000","Alabama","352,069","3,335","93,053","5,144","26.4","1.4","259,016","5,569","73.6","1.4"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2009","01000","Alabama","335,795","3,851","87,078","5,442","25.9","1.6","248,717","6,016","74.1","1.6"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2008","01000","Alabama","330,108","3,679","75,990","4,746","23.0","1.4","254,118","5,437","77.0","1.4"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2018","02000","Alaska","4,559","182","929","185","20.4","4.0","3,630","230","79.6","4.0"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2017","02000","Alaska","4,502","179","897","178","19.9","3.9","3,605","224","80.1","3.9"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2016","02000","Alaska","4,521","184","922","173","20.4","3.7","3,599","223","79.6","3.7"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2015","02000","Alaska","4,651","188","1,134","195","24.4","4.1","3,517","235","75.6","4.1"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2014","02000","Alaska","4,875","193","1,460","224","29.9","4.4","3,415","253","70.1","4.4"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2013","02000","Alaska","5,013","192","1,615","225","32.2","4.3","3,398","250","67.8","4.3"
"18 to 64 years","<= 400% of Poverty","Black alone, Not Hispanic","Female Only","2012","02000","Alaska","4,965","189","1,642","232","33.1","4.5","3,323","256","66.9","4.5"
