"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"18 to 64 years","All Incomes","Black alone, Not Hispanic","Female Only","2018","01000","Alabama","428,473","0","64,593","4,876","15.1","1.1","363,880","4,876","84.9","1.1"
"18 to 64 years","All Incomes","Black alone, Not Hispanic","Female Only","2017","01000","Alabama","428,394","0","56,004","4,496","13.1","1.0","372,390","4,496","86.9","1.0"
"18 to 64 years","All Incomes","Black alone, Not Hispanic","Female Only","2016","01000","Alabama","428,095","0","57,271","4,506","13.4","1.1","370,824","4,506","86.6","1.1"
"18 to 64 years","All Incomes","Black alone, Not Hispanic","Female Only","2015","01000","Alabama","430,679","0","68,671","4,785","15.9","1.1","362,008","4,785","84.1","1.1"
"18 to 64 years","All Incomes","Black alone, Not Hispanic","Female Only","2014","01000","Alabama","430,027","0","82,672","5,061","19.2","1.2","347,355","5,061","80.8","1.2"
"18 to 64 years","All Incomes","Black alone, Not Hispanic","Female Only","2013","01000","Alabama","427,933","0","97,445","5,553","22.8","1.3","330,488","5,553","77.2","1.3"
"18 to 64 years","All Incomes","Black alone, Not Hispanic","Female Only","2012","01000","Alabama","422,340","0","94,664","5,040","22.4","1.2","327,677","5,040","77.6","1.2"
"18 to 64 years","All Incomes","Black alone, Not Hispanic","Female Only","2011","01000","Alabama","420,550","0","96,433","5,165","22.9","1.2","324,117","5,165","77.1","1.2"
"18 to 64 years","All Incomes","Black alone, Not Hispanic","Female Only","2010","01000","Alabama","416,409","0","97,645","5,329","23.4","1.3","318,763","5,329","76.6","1.3"
"18 to 64 years","All Incomes","Black alone, Not Hispanic","Female Only","2009","01000","Alabama","403,360","0","90,980","5,524","22.6","1.4","312,380","5,524","77.4","1.4"
"18 to 64 years","All Incomes","Black alone, Not Hispanic","Female Only","2008","01000","Alabama","397,989","0","79,926","4,911","20.1","1.2","318,063","4,911","79.9","1.2"
"18 to 64 years","All Incomes","Black alone, Not Hispanic","Female Only","2007","01000","Alabama","406,134","0","86,736","9,489","21.4","2.3","319,398","9,802","78.6","2.4"
"18 to 64 years","All Incomes","Black alone, Not Hispanic","Female Only","2006","01000","Alabama","401,312","0","91,065","9,917","22.7","2.5","310,247","10,683","77.3","2.7"
