"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2018","01000","Alabama","963,699","9,723","162,126","7,207","16.8","0.7","801,573","10,271","83.2","0.7"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2017","01000","Alabama","974,801","9,623","152,154","6,869","15.6","0.7","822,647","10,156","84.4","0.7"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2016","01000","Alabama","993,409","9,020","154,187","6,931","15.5","0.7","839,222","9,792","84.5","0.7"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2015","01000","Alabama","1,031,348","8,527","175,322","7,447","17.0","0.7","856,026","9,847","83.0","0.7"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2014","01000","Alabama","1,064,664","8,310","215,570","7,870","20.2","0.7","849,094","9,837","79.8","0.7"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2013","01000","Alabama","1,068,300","8,241","244,890","8,573","22.9","0.8","823,410","10,101","77.1","0.8"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2012","01000","Alabama","1,068,600","8,035","247,031","8,014","23.1","0.7","821,569","9,576","76.9","0.7"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2011","01000","Alabama","1,076,611","8,767","259,097","8,480","24.1","0.8","817,514","10,171","75.9","0.8"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2010","01000","Alabama","1,058,141","9,049","259,979","8,474","24.6","0.8","798,161","10,286","75.4","0.8"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2009","01000","Alabama","1,001,634","12,045","237,265","8,827","23.7","0.8","764,369","12,353","76.3","0.8"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2008","01000","Alabama","947,768","11,203","218,700","8,153","23.1","0.8","729,068","11,516","76.9","0.8"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2007","01000","Alabama","923,519","24,677","208,485","19,634","22.6","2.0","715,034","26,460","77.4","2.0"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2006","01000","Alabama","928,296","23,062","219,660","17,918","23.7","1.8","708,636","24,042","76.3","1.8"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2018","02000","Alaska","106,238","2,151","21,752","1,512","20.5","1.3","84,486","2,107","79.5","1.3"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2017","02000","Alaska","109,360","2,161","22,220","1,452","20.3","1.2","87,140","2,102","79.7","1.2"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2016","02000","Alaska","107,564","2,120","24,779","1,503","23.0","1.3","82,785","2,065","77.0","1.3"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2015","02000","Alaska","110,742","2,076","27,740","1,593","25.0","1.3","83,002","2,074","75.0","1.3"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2014","02000","Alaska","114,601","2,127","34,059","1,752","29.7","1.4","80,542","2,097","70.3","1.4"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2013","02000","Alaska","115,436","2,161","36,898","1,814","32.0","1.4","78,538","2,092","68.0","1.4"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2012","02000","Alaska","119,003","2,299","39,010","1,998","32.8","1.5","79,993","2,121","67.2","1.5"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2011","02000","Alaska","120,012","2,468","38,966","2,072","32.5","1.5","81,046","2,213","67.5","1.5"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2010","02000","Alaska","118,491","2,630","38,668","2,323","32.6","1.7","79,823","2,463","67.4","1.7"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2009","02000","Alaska","106,328","2,812","37,572","2,205","35.3","1.8","68,756","2,652","64.7","1.8"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2008","02000","Alaska","105,853","2,668","35,131","2,087","33.2","1.8","70,722","2,569","66.8","1.8"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2007","02000","Alaska","101,271","4,332","30,883","3,355","30.5","2.7","70,388","3,523","69.5","2.7"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2006","02000","Alaska","110,636","4,179","32,976","3,090","29.8","2.3","77,660","3,477","70.2","2.3"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2018","04000","Arizona","1,302,705","12,117","228,152","9,235","17.5","0.7","1,074,553","12,718","82.5","0.7"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2017","04000","Arizona","1,315,651","11,775","211,541","8,819","16.1","0.6","1,104,110","12,442","83.9","0.6"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2016","04000","Arizona","1,351,973","11,096","210,966","8,626","15.6","0.6","1,141,007","11,923","84.4","0.6"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2015","04000","Arizona","1,383,215","10,396","240,673","9,250","17.4","0.6","1,142,542","11,765","82.6","0.6"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2014","04000","Arizona","1,397,705","10,073","302,086","10,093","21.6","0.7","1,095,619","11,971","78.4","0.7"
"Under 65 years","<= 250% of Poverty","All Races","Female Only","2013","04000","Arizona","1,390,107","9,988","380,423","11,186","27.4","0.8","1,009,684","12,277","72.6","0.8"
