"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"Under 65 years","<= 400% of Poverty","All Races","Female Only","2018","01000","Alabama","1,393,323","9,911","195,212","8,020","14.0","0.6","1,198,111","11,341","86.0","0.6"
"Under 65 years","<= 400% of Poverty","All Races","Female Only","2017","01000","Alabama","1,405,295","9,937","182,520","7,638","13.0","0.5","1,222,775","11,242","87.0","0.5"
"Under 65 years","<= 400% of Poverty","All Races","Female Only","2016","01000","Alabama","1,417,906","9,157","182,845","7,622","12.9","0.5","1,235,061","10,688","87.1","0.5"
"Under 65 years","<= 400% of Poverty","All Races","Female Only","2015","01000","Alabama","1,453,616","8,539","203,584","8,081","14.0","0.5","1,250,032","10,658","86.0","0.5"
"Under 65 years","<= 400% of Poverty","All Races","Female Only","2014","01000","Alabama","1,482,446","8,030","248,692","8,528","16.8","0.6","1,233,754","10,555","83.2","0.6"
"Under 65 years","<= 400% of Poverty","All Races","Female Only","2013","01000","Alabama","1,488,440","7,967","283,129","9,269","19.0","0.6","1,205,311","10,940","81.0","0.6"
"Under 65 years","<= 400% of Poverty","All Races","Female Only","2012","01000","Alabama","1,496,788","7,584","284,549","8,639","19.0","0.6","1,212,239","10,330","81.0","0.6"
"Under 65 years","<= 400% of Poverty","All Races","Female Only","2011","01000","Alabama","1,494,305","8,356","297,197","9,163","19.9","0.6","1,197,108","10,951","80.1","0.6"
"Under 65 years","<= 400% of Poverty","All Races","Female Only","2010","01000","Alabama","1,479,187","8,517","298,107","9,101","20.2","0.6","1,181,081","11,086","79.8","0.6"
"Under 65 years","<= 400% of Poverty","All Races","Female Only","2009","01000","Alabama","1,430,084","11,015","272,974","9,426","19.1","0.6","1,157,110","12,854","80.9","0.6"
"Under 65 years","<= 400% of Poverty","All Races","Female Only","2008","01000","Alabama","1,383,313","10,496","261,985","8,929","18.9","0.6","1,121,329","12,159","81.1","0.6"
"Under 65 years","<= 400% of Poverty","All Races","Female Only","2018","02000","Alaska","172,264","2,646","30,790","1,957","17.9","1.1","141,474","2,821","82.1","1.1"
"Under 65 years","<= 400% of Poverty","All Races","Female Only","2017","02000","Alaska","175,762","2,622","32,052","1,919","18.2","1.0","143,710","2,777","81.8","1.0"
