"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"40 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2018","01000","Alabama","6,378","615","2,905","556","45.5","7.5","3,473","583","54.5","7.5"
"40 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2017","01000","Alabama","6,390","593","3,151","526","49.3","6.7","3,239","521","50.7","6.7"
"40 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2016","01000","Alabama","6,030","553","3,028","503","50.2","6.9","3,002","495","49.8","6.9"
"40 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2015","01000","Alabama","5,782","546","2,876","485","49.7","6.9","2,906","482","50.3","6.9"
"40 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2014","01000","Alabama","5,914","520","3,076","458","52.0","6.2","2,838","441","48.0","6.2"
"40 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2013","01000","Alabama","5,427","508","3,044","440","56.1","6.1","2,383","398","43.9","6.1"
"40 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2012","01000","Alabama","5,115","461","2,888","414","56.5","6.2","2,227","376","43.5","6.2"
"40 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2011","01000","Alabama","4,875","451","2,724","398","55.9","6.3","2,150","365","44.1","6.3"
"40 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2010","01000","Alabama","4,406","437","2,623","384","59.5","6.3","1,783","326","40.5","6.3"
"40 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2009","01000","Alabama","3,916","414","2,312","355","59.1","6.6","1,603","308","40.9","6.6"
"40 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2008","01000","Alabama","3,349","370","1,724","299","51.5","6.8","1,624","289","48.5","6.8"
"40 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2018","02000","Alaska","1,100","149","474","113","43.1","8.4","626","125","56.9","8.4"
"40 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2017","02000","Alaska","1,093","150","462","108","42.3","8.0","631","123","57.7","8.0"
