"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2018","01000","Alabama","119,983","2,940","20,735","2,412","17.3","2.0","99,248","3,348","82.7","2.0"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2017","01000","Alabama","120,636","2,854","19,573","2,375","16.2","1.9","101,063","3,293","83.8","1.9"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2016","01000","Alabama","121,810","2,714","19,555","2,322","16.1","1.9","102,255","3,188","83.9","1.9"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2015","01000","Alabama","125,824","2,576","22,238","2,446","17.7","1.9","103,586","3,182","82.3","1.9"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2014","01000","Alabama","130,249","2,384","27,832","2,581","21.4","1.9","102,417","3,110","78.6","1.9"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2013","01000","Alabama","129,568","2,377","32,616","2,785","25.2","2.1","96,952","3,219","74.8","2.1"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2012","01000","Alabama","130,430","2,339","32,619","2,577","25.0","1.9","97,811","3,035","75.0","1.9"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2011","01000","Alabama","130,650","2,502","33,299","2,700","25.5","2.0","97,351","3,177","74.5","2.0"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2010","01000","Alabama","127,550","2,633","33,752","2,829","26.5","2.1","93,799","3,307","73.5","2.1"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2009","01000","Alabama","117,490","3,133","31,444","2,835","26.8","2.3","86,046","3,496","73.2","2.3"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2008","01000","Alabama","113,969","3,064","26,290","2,484","23.1","2.1","87,679","3,311","76.9","2.1"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2007","01000","Alabama","110,044","5,949","26,058","4,149","23.7","3.5","83,985","5,926","76.3","3.5"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2006","01000","Alabama","113,069","6,477","28,674","4,558","25.4","3.7","84,395","6,367","74.6","3.7"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2018","02000","Alaska","1,168","101","224","60","19.2","4.9","944","100","80.8","4.9"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2017","02000","Alaska","1,200","102","225","58","18.8","4.6","975","99","81.2","4.6"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2016","02000","Alaska","1,153","102","253","63","21.9","5.0","900","99","78.1","5.0"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2015","02000","Alaska","1,196","108","277","62","23.2","4.8","919","101","76.8","4.8"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2014","02000","Alaska","1,305","115","383","75","29.3","5.1","922","105","70.7","5.1"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2013","02000","Alaska","1,345","118","458","83","34.1","5.4","887","106","65.9","5.4"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2012","02000","Alaska","1,369","117","473","86","34.6","5.5","896","107","65.4","5.5"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2011","02000","Alaska","1,314","108","489","84","37.2","5.5","825","99","62.8","5.5"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2010","02000","Alaska","1,276","102","444","83","34.8","5.8","832","98","65.2","5.8"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2009","02000","Alaska","1,246","106","468","87","37.5","6.2","779","101","62.5","6.2"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2008","02000","Alaska","1,149","99","375","78","32.6","6.1","774","95","67.4","6.1"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2007","02000","Alaska","1,199","111","381","67","31.7","4.7","819","93","68.3","4.7"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2006","02000","Alaska","1,243","172","415","87","33.4","5.3","828","133","66.6","5.3"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2018","04000","Arizona","19,815","1,043","2,751","602","13.9","2.9","17,064","1,064","86.1","2.9"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2017","04000","Arizona","19,570","999","2,653","595","13.6","3.0","16,917","1,035","86.4","3.0"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2016","04000","Arizona","19,663","959","2,644","571","13.4","2.8","17,019","991","86.6","2.8"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2015","04000","Arizona","19,845","942","2,288","477","11.5","2.3","17,557","947","88.5","2.3"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2014","04000","Arizona","19,500","879","3,267","572","16.8","2.8","16,233","908","83.2","2.8"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2013","04000","Arizona","18,465","864","4,323","659","23.4","3.4","14,142","900","76.6","3.4"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2012","04000","Arizona","17,569","836","4,521","688","25.7","3.7","13,049","891","74.3","3.7"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2011","04000","Arizona","17,376","870","4,385","695","25.2","3.8","12,992","911","74.8","3.8"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2010","04000","Arizona","16,261","888","3,532","617","21.7","3.6","12,730","895","78.3","3.6"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2009","04000","Arizona","15,627","973","3,869","687","24.8","4.1","11,758","965","75.2","4.1"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2008","04000","Arizona","13,300","889","3,217","590","24.2","4.1","10,083","856","75.8","4.1"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2007","04000","Arizona","14,636","1,139","4,228","721","28.9","4.4","10,408","1,026","71.1","4.4"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2006","04000","Arizona","12,010","1,474","3,658","754","30.5","5.0","8,352","1,178","69.5","5.0"
"40 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2018","05000","Arkansas","42,181","1,404","4,560","892","10.8","2.1","37,621","1,529","89.2","2.1"
