"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"18 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2018","01000","Alabama","28,962","1,108","14,783","1,367","51.0","4.2","14,179","1,318","49.0","4.2"
"18 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2017","01000","Alabama","28,299","1,043","13,355","1,356","47.2","4.4","14,944","1,351","52.8","4.4"
"18 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2016","01000","Alabama","27,859","994","14,069","1,339","50.5","4.4","13,790","1,301","49.5","4.4"
"18 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2015","01000","Alabama","29,313","971","14,745","1,398","50.3","4.4","14,568","1,381","49.7","4.4"
"18 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2014","01000","Alabama","30,470","995","17,128","1,391","56.2","4.1","13,342","1,318","43.8","4.1"
"18 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2013","01000","Alabama","30,265","959","18,280","1,389","60.4","4.1","11,985","1,291","39.6","4.1"
"18 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2012","01000","Alabama","30,294","951","18,696","1,360","61.7","4.0","11,598","1,257","38.3","4.0"
"18 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2011","01000","Alabama","30,539","948","18,894","1,406","61.9","4.1","11,646","1,303","38.1","4.1"
"18 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2010","01000","Alabama","29,977","1,132","19,691","1,416","65.7","3.9","10,286","1,211","34.3","3.9"
"18 to 64 years","<= 200% of Poverty","Hispanic (any race)","Female Only","2009","01000","Alabama","20,695","853","12,892","1,048","62.3","4.3","7,803","936","37.7","4.3"
