"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2018","01000","Alabama","11,755","637","4,855","739","41.3","5.9","6,900","780","58.7","5.9"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2017","01000","Alabama","11,367","597","4,932","679","43.4","5.4","6,435","696","56.6","5.4"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2016","01000","Alabama","10,788","554","4,736","650","43.9","5.5","6,052","665","56.1","5.5"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2015","01000","Alabama","10,555","540","4,544","633","43.1","5.5","6,011","655","56.9","5.5"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2014","01000","Alabama","10,434","502","4,726","577","45.3","5.0","5,708","584","54.7","5.0"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2013","01000","Alabama","9,837","473","4,848","554","49.3","5.0","4,989","544","50.7","5.0"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2012","01000","Alabama","9,189","432","4,563","519","49.7","5.1","4,626","508","50.3","5.1"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2011","01000","Alabama","8,920","406","4,420","500","49.6","5.1","4,499","491","50.4","5.1"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2010","01000","Alabama","8,178","402","4,165","482","50.9","5.2","4,013","464","49.1","5.2"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2009","01000","Alabama","7,147","386","3,650","445","51.1","5.5","3,497","430","48.9","5.5"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2008","01000","Alabama","6,455","354","2,938","406","45.5","5.7","3,517","411","54.5","5.7"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2007","01000","Alabama","6,453","427","2,630","390","40.8","5.4","3,823","428","59.2","5.4"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2006","01000","Alabama","5,399","637","2,243","415","41.5","6.0","3,156","497","58.5","6.0"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2018","02000","Alaska","2,315","182","956","169","41.3","6.5","1,359","184","58.7","6.5"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2017","02000","Alaska","2,299","182","906","164","39.4","6.4","1,393","183","60.6","6.4"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2016","02000","Alaska","2,211","177","977","165","44.2","6.5","1,234","173","55.8","6.5"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2015","02000","Alaska","2,208","177","1,040","159","47.1","6.1","1,168","163","52.9","6.1"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2014","02000","Alaska","2,308","183","1,226","165","53.1","5.7","1,082","156","46.9","5.7"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2013","02000","Alaska","2,341","176","1,305","163","55.7","5.4","1,036","148","44.3","5.4"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2012","02000","Alaska","2,234","170","1,255","159","56.2","5.6","979","146","43.8","5.6"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2011","02000","Alaska","2,118","154","1,206","144","57.0","5.4","911","131","43.0","5.4"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2010","02000","Alaska","2,049","144","1,108","147","54.1","6.0","940","139","45.9","6.0"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2009","02000","Alaska","1,987","150","1,138","152","57.3","6.2","849","138","42.7","6.2"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2008","02000","Alaska","1,769","139","956","138","54.1","6.4","812","129","45.9","6.4"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2007","02000","Alaska","1,917","158","920","125","48.0","5.1","997","128","52.0","5.1"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2006","02000","Alaska","1,881","230","926","154","49.2","5.7","955","162","50.8","5.7"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2018","04000","Arizona","149,168","3,639","44,084","3,750","29.6","2.4","105,084","4,356","70.4","2.4"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2017","04000","Arizona","147,197","3,428","40,290","3,530","27.4","2.3","106,907","4,152","72.6","2.3"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2016","04000","Arizona","147,536","3,230","40,280","3,485","27.3","2.3","107,256","4,061","72.7","2.3"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2015","04000","Arizona","148,911","3,064","42,790","3,578","28.7","2.3","106,121","4,039","71.3","2.3"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2014","04000","Arizona","147,133","2,786","50,334","3,639","34.2","2.4","96,799","3,933","65.8","2.4"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2013","04000","Arizona","142,104","2,717","61,583","3,836","43.3","2.6","80,521","3,914","56.7","2.6"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2012","04000","Arizona","136,857","2,672","59,856","3,532","43.7","2.4","77,001","3,631","56.3","2.4"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2011","04000","Arizona","130,880","2,885","52,513","3,709","40.1","2.7","78,368","3,894","59.9","2.7"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2010","04000","Arizona","124,736","2,884","48,526","3,461","38.9","2.6","76,209","3,685","61.1","2.6"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2009","04000","Arizona","116,934","3,795","50,279","3,768","43.0","2.9","66,655","3,953","57.0","2.9"
"40 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2008","04000","Arizona","106,350","3,536","46,909","3,370","44.1","2.8","59,441","3,502","55.9","2.8"
