"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2018","01000","Alabama","154,012","4,146","28,552","2,748","18.5","1.7","125,460","4,281","81.5","1.7"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2017","01000","Alabama","154,768","3,968","31,233","2,892","20.2","1.8","123,535","4,175","79.8","1.8"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2016","01000","Alabama","157,750","3,696","28,981","2,743","18.4","1.7","128,769","3,992","81.6","1.7"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2015","01000","Alabama","159,637","3,447","31,040","2,773","19.4","1.7","128,597","3,833","80.6","1.7"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2014","01000","Alabama","164,569","3,302","38,718","3,007","23.5","1.8","125,851","3,801","76.5","1.8"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2013","01000","Alabama","163,057","3,369","42,568","3,181","26.1","1.9","120,489","3,909","73.9","1.9"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2012","01000","Alabama","164,543","3,433","43,142","2,941","26.2","1.7","121,401","3,778","73.8","1.7"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2011","01000","Alabama","162,071","3,853","43,730","3,135","27.0","1.8","118,341","4,059","73.0","1.8"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2010","01000","Alabama","152,823","3,672","43,343","3,145","28.4","1.9","109,480","3,953","71.6","1.9"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2009","01000","Alabama","140,175","4,200","34,566","2,845","24.7","1.9","105,609","4,095","75.3","1.9"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2008","01000","Alabama","134,790","3,907","31,521","2,674","23.4","1.9","103,269","3,890","76.6","1.9"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2007","01000","Alabama","129,541","8,417","29,402","5,257","22.7","3.7","100,139","7,968","77.3","3.7"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2006","01000","Alabama","132,618","8,151","30,581","5,129","23.1","3.5","102,038","7,563","76.9","3.5"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2018","02000","Alaska","12,723","790","3,090","480","24.3","3.5","9,633","744","75.7","3.5"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2017","02000","Alaska","12,697","804","3,052","421","24.0","3.0","9,645","737","76.0","3.0"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2016","02000","Alaska","11,964","730","3,408","467","28.5","3.5","8,556","679","71.5","3.5"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2015","02000","Alaska","12,912","719","4,499","551","34.8","3.8","8,413","676","65.2","3.8"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2014","02000","Alaska","13,480","737","5,265","570","39.1","3.7","8,215","668","60.9","3.7"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2013","02000","Alaska","13,527","758","6,240","622","46.1","3.7","7,287","644","53.9","3.7"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2012","02000","Alaska","13,790","802","6,155","611","44.6","3.5","7,635","653","55.4","3.5"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2011","02000","Alaska","13,283","853","6,166","647","46.4","3.8","7,117","671","53.6","3.8"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2010","02000","Alaska","13,181","859","5,888","669","44.7","4.1","7,293","708","55.3","4.1"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2009","02000","Alaska","10,266","787","4,251","554","41.4","4.2","6,015","619","58.6","4.2"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2008","02000","Alaska","9,432","713","3,752","510","39.8","4.3","5,680","571","60.2","4.3"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2007","02000","Alaska","9,910","949","3,312","613","33.4","5.0","6,599","760","66.6","5.0"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2006","02000","Alaska","10,507","977","3,328","605","31.7","4.6","7,179","772","68.3","4.6"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2018","04000","Arizona","175,698","4,718","29,838","2,948","17.0","1.6","145,860","4,838","83.0","1.6"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2017","04000","Arizona","176,704","4,524","30,113","2,846","17.0","1.6","146,591","4,668","83.0","1.6"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2016","04000","Arizona","180,215","4,167","29,909","2,834","16.6","1.5","150,306","4,443","83.4","1.5"
"50 to 64 years","<= 200% of Poverty","All Races","Female Only","2015","04000","Arizona","182,731","3,941","33,428","3,011","18.3","1.6","149,303","4,346","81.7","1.6"
