"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2018","01000","Alabama","354,196","6,746","77,126","4,834","21.8","1.3","277,070","6,887","78.2","1.3"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2017","01000","Alabama","356,717","6,604","76,082","4,793","21.3","1.3","280,635","6,759","78.7","1.3"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2016","01000","Alabama","368,407","6,240","75,566","4,835","20.5","1.2","292,841","6,603","79.5","1.2"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2015","01000","Alabama","381,321","5,855","82,221","5,034","21.6","1.3","299,100","6,550","78.4","1.3"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2014","01000","Alabama","398,726","5,716","105,044","5,467","26.3","1.3","293,682","6,610","73.7","1.3"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2013","01000","Alabama","400,457","5,826","115,431","5,825","28.8","1.4","285,026","6,821","71.2","1.4"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2012","01000","Alabama","400,545","5,878","120,206","5,666","30.0","1.3","280,339","6,633","70.0","1.3"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2011","01000","Alabama","403,965","6,531","125,699","6,005","31.1","1.4","278,266","7,049","68.9","1.4"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2010","01000","Alabama","394,201","6,470","121,018","5,783","30.7","1.4","273,183","6,904","69.3","1.4"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2009","01000","Alabama","379,718","8,340","113,271","6,065","29.8","1.4","266,446","7,880","70.2","1.4"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2008","01000","Alabama","357,250","7,679","105,473","5,592","29.5","1.4","251,778","7,225","70.5","1.4"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2007","01000","Alabama","336,015","16,815","87,609","11,473","26.1","3.1","248,406","16,060","73.9","3.1"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2006","01000","Alabama","344,020","15,730","97,194","11,566","28.3","3.0","246,825","14,973","71.7","3.0"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2018","02000","Alaska","32,074","1,486","7,363","941","23.0","2.7","24,711","1,419","77.0","2.7"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2017","02000","Alaska","33,476","1,520","6,547","846","19.6","2.4","26,929","1,456","80.4","2.4"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2016","02000","Alaska","33,375","1,463","7,311","915","21.9","2.6","26,064","1,418","78.1","2.6"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2015","02000","Alaska","34,216","1,424","8,860","986","25.9","2.7","25,356","1,387","74.1","2.7"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2014","02000","Alaska","36,596","1,520","11,776","1,138","32.2","2.8","24,820","1,443","67.8","2.8"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2013","02000","Alaska","37,277","1,577","13,391","1,224","35.9","2.9","23,886","1,457","64.1","2.9"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2012","02000","Alaska","38,526","1,583","14,104","1,243","36.6","2.8","24,421","1,469","63.4","2.8"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2011","02000","Alaska","39,902","1,724","14,442","1,322","36.2","2.9","25,459","1,576","63.8","2.9"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2010","02000","Alaska","39,303","1,795","13,884","1,415","35.3","3.2","25,419","1,673","64.7","3.2"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2009","02000","Alaska","36,323","1,982","14,595","1,520","40.2","3.5","21,727","1,702","59.8","3.5"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2008","02000","Alaska","36,510","1,884","12,813","1,381","35.1","3.2","23,697","1,671","64.9","3.2"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2007","02000","Alaska","35,750","2,275","11,693","1,441","32.7","3.4","24,057","1,911","67.3","3.4"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2006","02000","Alaska","39,064","2,344","12,712","1,514","32.5","3.2","26,352","1,970","67.5","3.2"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2018","04000","Arizona","341,665","7,050","49,077","3,898","14.4","1.1","292,588","7,099","85.6","1.1"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2017","04000","Arizona","351,380","6,876","48,453","3,947","13.8","1.1","302,927","7,030","86.2","1.1"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2016","04000","Arizona","369,373","6,521","45,820","3,729","12.4","1.0","323,553","6,723","87.6","1.0"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2015","04000","Arizona","382,331","6,132","52,427","4,035","13.7","1.0","329,904","6,522","86.3","1.0"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2014","04000","Arizona","392,717","5,978","74,581","4,792","19.0","1.2","318,136","6,666","81.0","1.2"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2013","04000","Arizona","396,092","6,175","106,561","5,798","26.9","1.4","289,531","7,097","73.1","1.4"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2012","04000","Arizona","396,277","6,414","103,195","5,554","26.0","1.3","293,082","7,112","74.0","1.3"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2011","04000","Arizona","393,475","7,491","93,213","5,860","23.7","1.4","300,262","7,976","76.3","1.4"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2010","04000","Arizona","390,600","7,163","98,551","5,700","25.2","1.4","292,049","7,564","74.8","1.4"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2009","04000","Arizona","371,163","9,758","90,028","5,830","24.3","1.4","281,135","9,021","75.7","1.4"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2008","04000","Arizona","344,600","8,838","82,615","5,420","24.0","1.4","261,986","8,243","76.0","1.4"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2007","04000","Arizona","331,772","18,759","92,072","11,913","27.8","3.2","239,701","16,887","72.2","3.2"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2006","04000","Arizona","331,010","17,412","91,705","11,216","27.7","3.0","239,304","15,904","72.3","3.0"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2018","05000","Arkansas","267,216","5,390","34,952","3,037","13.1","1.1","232,264","5,484","86.9","1.1"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2017","05000","Arkansas","269,169","5,336","34,331","3,096","12.8","1.1","234,838","5,478","87.2","1.1"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2016","05000","Arkansas","276,193","4,995","37,571","3,279","13.6","1.2","238,622","5,298","86.4","1.2"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2015","05000","Arkansas","288,171","4,643","44,476","3,505","15.4","1.2","243,695","5,165","84.6","1.2"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2014","05000","Arkansas","298,765","4,545","62,466","4,037","20.9","1.3","236,299","5,236","79.1","1.3"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2013","05000","Arkansas","300,237","4,670","100,167","5,121","33.4","1.6","200,070","5,658","66.6","1.6"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2012","05000","Arkansas","302,233","4,719","107,209","5,010","35.5","1.5","195,025","5,512","64.5","1.5"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2011","05000","Arkansas","307,098","5,202","111,816","5,314","36.4","1.6","195,282","5,819","63.6","1.6"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2010","05000","Arkansas","300,301","5,194","108,719","5,142","36.2","1.6","191,582","5,679","63.8","1.6"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2009","05000","Arkansas","283,618","6,676","105,673","5,552","37.3","1.7","177,945","6,275","62.7","1.7"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2008","05000","Arkansas","284,364","6,155","106,331","5,211","37.4","1.6","178,033","5,871","62.6","1.6"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2007","05000","Arkansas","261,094","12,387","87,633","9,681","33.6","3.2","173,461","11,377","66.4","3.2"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2006","05000","Arkansas","262,637","11,490","90,779","9,361","34.6","3.1","171,858","10,468","65.4","3.1"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2018","06000","California","1,122,937","14,737","99,944","6,152","8.9","0.5","1,022,993","14,667","91.1","0.5"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2017","06000","California","1,162,423","15,035","103,461","6,507","8.9","0.5","1,058,962","15,084","91.1","0.5"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2016","06000","California","1,231,137","13,870","112,519","6,768","9.1","0.5","1,118,618","14,070","90.9","0.5"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2015","06000","California","1,300,327","12,973","131,950","7,281","10.1","0.5","1,168,377","13,554","89.9","0.5"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2014","06000","California","1,361,017","12,776","235,786","9,583","17.3","0.7","1,125,231","13,962","82.7","0.7"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2013","06000","California","1,391,428","13,493","353,842","12,112","25.4","0.8","1,037,586","15,186","74.6","0.8"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2012","06000","California","1,386,117","14,434","375,697","11,914","27.1","0.8","1,010,420","15,525","72.9","0.8"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2011","06000","California","1,379,553","16,509","381,657","12,835","27.7","0.9","997,896","16,997","72.3","0.9"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2010","06000","California","1,341,210","15,122","354,580","11,694","26.4","0.8","986,631","15,770","73.6","0.8"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2009","06000","California","1,294,377","20,202","332,131","12,507","25.7","0.9","962,246","18,778","74.3","0.9"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2008","06000","California","1,265,029","18,557","318,674","11,884","25.2","0.9","946,355","17,398","74.8","0.9"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2007","06000","California","1,191,548","45,186","292,345","27,585","24.5","2.1","899,203","42,669","75.5","2.1"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2006","06000","California","1,253,583","46,768","314,038","25,623","25.1","1.8","939,545","41,750","74.9","1.8"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2018","08000","Colorado","306,737","6,730","35,399","3,126","11.5","1.0","271,338","6,647","88.5","1.0"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2017","08000","Colorado","317,625","6,694","34,624","3,095","10.9","0.9","283,001","6,657","89.1","0.9"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2016","08000","Colorado","327,202","6,269","32,795","2,966","10.0","0.9","294,407","6,274","90.0","0.9"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2015","08000","Colorado","333,598","5,818","35,693","3,025","10.7","0.9","297,905","5,962","89.3","0.9"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2014","08000","Colorado","345,287","5,800","55,940","3,907","16.2","1.1","289,347","6,130","83.8","1.1"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2013","08000","Colorado","359,732","6,179","91,836","5,218","25.5","1.4","267,896","6,733","74.5","1.4"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2012","08000","Colorado","347,345","6,060","93,083","4,990","26.8","1.4","254,262","6,474","73.2","1.4"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2011","08000","Colorado","347,208","6,833","91,814","5,208","26.4","1.4","255,394","7,003","73.6","1.4"
"18 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2010","08000","Colorado","337,910","6,515","95,702","5,181","28.3","1.4","242,208","6,689","71.7","1.4"
