"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"50 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2018","01000","Alabama","42,817","2,226","7,812","1,464","18.2","3.3","35,005","2,292","81.8","3.3"
"50 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2017","01000","Alabama","42,141","2,122","8,363","1,558","19.8","3.6","33,778","2,264","80.2","3.6"
"50 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2016","01000","Alabama","42,836","1,955","7,345","1,395","17.1","3.2","35,491","2,108","82.9","3.2"
"50 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2015","01000","Alabama","44,293","1,838","8,791","1,470","19.8","3.2","35,502","2,039","80.2","3.2"
"50 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2014","01000","Alabama","45,025","1,767","11,004","1,617","24.4","3.5","34,021","2,045","75.6","3.5"
"50 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2013","01000","Alabama","44,317","1,794","11,017","1,590","24.9","3.4","33,300","2,031","75.1","3.4"
"50 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2012","01000","Alabama","44,968","1,769","11,208","1,494","24.9","3.2","33,760","1,957","75.1","3.2"
"50 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2011","01000","Alabama","43,908","1,951","11,311","1,550","25.8","3.3","32,597","2,063","74.2","3.3"
"50 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2010","01000","Alabama","41,859","1,896","10,905","1,543","26.1","3.5","30,955","2,029","73.9","3.5"
"50 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2009","01000","Alabama","37,542","2,293","10,058","1,552","26.8","3.8","27,484","2,211","73.2","3.8"
"50 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2008","01000","Alabama","35,691","2,198","9,772","1,446","27.4","3.7","25,919","2,070","72.6","3.7"
"50 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2018","02000","Alaska","418","76","74","34","17.7","7.5","344","70","82.3","7.5"
"50 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2017","02000","Alaska","430","77","78","34","18.1","7.0","352","69","81.9","7.0"
"50 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2016","02000","Alaska","399","75","82","35","20.6","7.8","317","67","79.4","7.8"
