"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2018","01000","Alabama","155,589","4,619","34,894","3,514","22.4","2.1","120,695","4,839","77.6","2.1"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2017","01000","Alabama","158,150","4,437","31,133","3,262","19.7","2.0","127,017","4,716","80.3","2.0"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2016","01000","Alabama","161,839","4,225","33,502","3,382","20.7","2.0","128,337","4,626","79.3","2.0"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2015","01000","Alabama","171,965","3,949","43,091","3,749","25.1","2.1","128,874","4,655","74.9","2.1"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2014","01000","Alabama","177,568","3,857","51,102","3,955","28.8","2.1","126,466","4,643","71.2","2.1"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2013","01000","Alabama","179,321","3,925","59,893","4,333","33.4","2.3","119,428","4,830","66.6","2.3"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2012","01000","Alabama","178,951","3,869","58,031","3,905","32.4","2.1","120,920","4,517","67.6","2.1"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2011","01000","Alabama","181,595","4,142","60,979","4,135","33.6","2.1","120,616","4,771","66.4","2.1"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2010","01000","Alabama","178,021","4,417","60,653","4,165","34.1","2.2","117,369","4,815","65.9","2.2"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2009","01000","Alabama","166,435","5,673","57,062","4,566","34.3","2.5","109,373","5,493","65.7","2.5"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2008","01000","Alabama","152,887","5,288","46,351","3,727","30.3","2.2","106,536","4,967","69.7","2.2"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2018","02000","Alaska","1,802","187","432","116","24.0","5.9","1,370","175","76.0","5.9"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2017","02000","Alaska","1,785","182","424","109","23.8","5.5","1,361","169","76.2","5.5"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2016","02000","Alaska","1,759","182","430","106","24.4","5.4","1,329","166","75.6","5.4"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2015","02000","Alaska","1,913","194","545","122","28.5","5.6","1,368","173","71.5","5.6"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2014","02000","Alaska","2,068","221","732","151","35.4","6.1","1,336","189","64.6","6.1"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2013","02000","Alaska","2,160","226","810","155","37.5","5.9","1,350","190","62.5","5.9"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2012","02000","Alaska","2,192","223","835","161","38.1","6.2","1,357","193","61.9","6.2"
"18 to 64 years","<= 138% of Poverty","Black alone, Not Hispanic","Female Only","2011","02000","Alaska","2,055","201","800","144","38.9","5.9","1,255","172","61.1","5.9"
