"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2018","01000","Alabama","21,981","0","6,485","887","29.5","4.0","15,496","887","70.5","4.0"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2017","01000","Alabama","20,714","0","6,322","821","30.5","4.0","14,392","821","69.5","4.0"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2016","01000","Alabama","19,439","0","6,036","784","31.1","4.0","13,403","784","68.9","4.0"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2015","01000","Alabama","18,646","0","5,639","739","30.2","4.0","13,007","739","69.8","4.0"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2014","01000","Alabama","17,756","0","5,764","668","32.5","3.8","11,992","668","67.5","3.8"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2013","01000","Alabama","16,426","0","5,964","644","36.3","3.9","10,462","644","63.7","3.9"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2012","01000","Alabama","15,503","0","5,582","601","36.0","3.9","9,922","601","64.0","3.9"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2011","01000","Alabama","14,771","0","5,449","583","36.9","3.9","9,322","583","63.1","3.9"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2010","01000","Alabama","13,590","0","4,948","547","36.4","4.0","8,643","547","63.6","4.0"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2009","01000","Alabama","12,261","0","4,415","528","36.0","4.3","7,846","528","64.0","4.3"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2008","01000","Alabama","11,281","0","3,721","487","33.0","4.3","7,560","487","67.0","4.3"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2007","01000","Alabama","11,155","0","3,209","396","28.8","3.5","7,946","402","71.2","3.6"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2006","01000","Alabama","10,447","0","2,985","429","28.6","4.1","7,462","436","71.4","4.2"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2018","02000","Alaska","5,761","0","1,546","237","26.8","4.1","4,215","237","73.2","4.1"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2017","02000","Alaska","5,679","0","1,440","244","25.4","4.3","4,239","244","74.6","4.3"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2016","02000","Alaska","5,447","0","1,538","245","28.2","4.5","3,909","245","71.8","4.5"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2015","02000","Alaska","5,303","0","1,577","224","29.7","4.2","3,726","224","70.3","4.2"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2014","02000","Alaska","5,242","0","1,852","234","35.3","4.5","3,390","234","64.7","4.5"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2013","02000","Alaska","5,090","0","1,898","217","37.3","4.3","3,192","217","62.7","4.3"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2012","02000","Alaska","4,995","0","1,892","222","37.9","4.4","3,103","222","62.1","4.4"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2011","02000","Alaska","4,697","0","1,778","195","37.9","4.2","2,919","195","62.1","4.2"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2010","02000","Alaska","4,417","0","1,556","198","35.2","4.5","2,861","198","64.8","4.5"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2009","02000","Alaska","4,497","0","1,634","213","36.3","4.7","2,862","213","63.7","4.7"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2008","02000","Alaska","4,209","0","1,427","201","33.9","4.8","2,783","201","66.1","4.8"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2007","02000","Alaska","4,183","0","1,391","141","33.3","3.4","2,792","141","66.7","3.4"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2006","02000","Alaska","4,068","0","1,350","165","33.2","4.1","2,718","167","66.8","4.1"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2018","04000","Arizona","291,528","0","61,164","4,528","21.0","1.6","230,364","4,528","79.0","1.6"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2017","04000","Arizona","281,366","0","54,807","4,207","19.5","1.5","226,559","4,207","80.5","1.5"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2016","04000","Arizona","271,364","0","53,418","4,122","19.7","1.5","217,946","4,122","80.3","1.5"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2015","04000","Arizona","264,202","0","55,072","4,135","20.8","1.6","209,130","4,135","79.2","1.6"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2014","04000","Arizona","255,511","0","63,914","4,217","25.0","1.7","191,597","4,217","75.0","1.7"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2013","04000","Arizona","242,657","0","76,684","4,420","31.6","1.8","165,973","4,420","68.4","1.8"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2012","04000","Arizona","235,996","0","75,339","4,097","31.9","1.7","160,657","4,097","68.1","1.7"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2011","04000","Arizona","228,908","0","67,967","4,445","29.7","1.9","160,941","4,445","70.3","1.9"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2010","04000","Arizona","218,519","0","63,297","4,162","29.0","1.9","155,222","4,162","71.0","1.9"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2009","04000","Arizona","213,485","0","65,621","4,268","30.7","2.0","147,865","4,268","69.3","2.0"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2008","04000","Arizona","205,400","0","62,185","3,959","30.3","1.9","143,216","3,959","69.7","1.9"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2007","04000","Arizona","203,273","0","64,890","5,748","31.9","2.8","138,382","5,793","68.1","2.9"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2006","04000","Arizona","192,082","0","63,417","6,261","33.0","3.3","128,665","6,363","67.0","3.3"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2018","05000","Arkansas","25,383","0","6,283","917","24.8","3.6","19,100","917","75.2","3.6"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2017","05000","Arkansas","24,347","0","6,407","911","26.3","3.7","17,940","911","73.7","3.7"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2016","05000","Arkansas","23,059","0","6,184","861","26.8","3.7","16,875","861","73.2","3.7"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2015","05000","Arkansas","21,854","0","5,587","779","25.6","3.6","16,267","779","74.4","3.6"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2014","05000","Arkansas","20,540","0","6,728","788","32.8","3.8","13,812","788","67.2","3.8"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2013","05000","Arkansas","19,289","0","7,626","766","39.5","4.0","11,663","766","60.5","4.0"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2012","05000","Arkansas","18,179","0","6,850","692","37.7","3.8","11,330","692","62.3","3.8"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2011","05000","Arkansas","17,143","0","6,859","679","40.0","4.0","10,284","679","60.0","4.0"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2010","05000","Arkansas","15,796","0","6,527","658","41.3","4.2","9,269","658","58.7","4.2"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2009","05000","Arkansas","15,052","0","5,904","632","39.2","4.2","9,148","632","60.8","4.2"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2008","05000","Arkansas","13,390","0","5,028","593","37.5","4.4","8,362","593","62.5","4.4"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2007","05000","Arkansas","13,217","0","4,931","517","37.3","3.9","8,286","517","62.7","3.9"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2006","05000","Arkansas","12,332","0","4,384","553","35.6","4.5","7,948","558","64.4","4.5"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2018","06000","California","2,126,147","0","306,626","11,915","14.4","0.6","1,819,521","11,915","85.6","0.6"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2017","06000","California","2,105,089","0","303,317","11,660","14.4","0.6","1,801,772","11,660","85.6","0.6"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2016","06000","California","2,058,785","0","303,644","11,570","14.7","0.6","1,755,141","11,570","85.3","0.6"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2015","06000","California","2,029,549","0","343,861","11,989","16.9","0.6","1,685,688","11,989","83.1","0.6"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2014","06000","California","1,977,305","0","478,825","13,165","24.2","0.7","1,498,480","13,165","75.8","0.7"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2013","06000","California","1,890,287","0","616,958","14,315","32.6","0.8","1,273,329","14,315","67.4","0.8"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2012","06000","California","1,842,999","0","630,357","13,320","34.2","0.7","1,212,641","13,320","65.8","0.7"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2011","06000","California","1,796,739","0","594,149","14,221","33.1","0.8","1,202,590","14,221","66.9","0.8"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2010","06000","California","1,720,469","0","586,714","13,713","34.1","0.8","1,133,755","13,713","65.9","0.8"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2009","06000","California","1,607,126","0","532,470","12,973","33.1","0.8","1,074,657","12,973","66.9","0.8"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2008","06000","California","1,560,998","0","492,263","12,470","31.5","0.8","1,068,735","12,470","68.5","0.8"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2007","06000","California","1,547,531","0","456,396","24,442","29.5","1.6","1,091,135","25,628","70.5","1.7"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2006","06000","California","1,486,619","0","471,816","24,842","31.7","1.7","1,014,803","26,365","68.3","1.8"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2018","08000","Colorado","155,889","0","26,192","2,773","16.8","1.8","129,697","2,773","83.2","1.8"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2017","08000","Colorado","151,192","0","27,955","2,768","18.5","1.8","123,237","2,768","81.5","1.8"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2016","08000","Colorado","146,216","0","28,778","2,736","19.7","1.9","117,438","2,736","80.3","1.9"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2015","08000","Colorado","142,097","0","27,172","2,655","19.1","1.9","114,925","2,655","80.9","1.9"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2014","08000","Colorado","137,395","0","30,956","2,625","22.5","1.9","106,439","2,625","77.5","1.9"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2013","08000","Colorado","131,653","0","36,841","2,755","28.0","2.1","94,812","2,755","72.0","2.1"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2012","08000","Colorado","128,358","0","37,421","2,621","29.2","2.0","90,937","2,621","70.8","2.0"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2011","08000","Colorado","124,787","0","34,708","2,610","27.8","2.1","90,080","2,610","72.2","2.1"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2010","08000","Colorado","120,016","0","35,035","2,647","29.2","2.2","84,981","2,647","70.8","2.2"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2009","08000","Colorado","110,880","0","32,410","2,464","29.2","2.2","78,470","2,464","70.8","2.2"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2008","08000","Colorado","108,273","0","28,367","2,369","26.2","2.2","79,906","2,369","73.8","2.2"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2007","08000","Colorado","107,556","0","31,669","2,872","29.4","2.7","75,887","2,917","70.6","2.7"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2006","08000","Colorado","102,719","0","31,323","3,252","30.5","3.2","71,396","3,317","69.5","3.2"
"40 to 64 years","All Incomes","Hispanic (any race)","Female Only","2018","09000","Connecticut","82,578","0","11,029","1,500","13.4","1.8","71,549","1,500","86.6","1.8"
