"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2018","01000","Alabama","21,023","1,163","11,438","1,199","54.4","4.7","9,585","1,111","45.6","4.7"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2017","01000","Alabama","20,469","1,103","10,365","1,186","50.6","5.0","10,104","1,153","49.4","5.0"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2016","01000","Alabama","20,427","1,066","10,913","1,177","53.4","4.9","9,514","1,112","46.6","4.9"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2015","01000","Alabama","21,363","1,069","11,455","1,221","53.6","5.0","9,908","1,170","46.4","5.0"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2014","01000","Alabama","22,700","1,116","13,633","1,247","60.1","4.6","9,067","1,122","39.9","4.6"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2013","01000","Alabama","22,100","1,110","14,106","1,241","63.8","4.5","7,994","1,072","36.2","4.5"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2012","01000","Alabama","22,608","1,093","14,719","1,253","65.1","4.5","7,889","1,084","34.9","4.5"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2011","01000","Alabama","22,686","1,134","14,895","1,293","65.7","4.6","7,791","1,113","34.3","4.6"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2010","01000","Alabama","21,873","1,380","15,252","1,366","69.7","4.3","6,621","1,006","30.3","4.3"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2009","01000","Alabama","15,193","1,023","10,083","1,003","66.4","4.8","5,109","803","33.6","4.8"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2008","01000","Alabama","11,936","883","7,312","796","61.3","4.8","4,624","658","38.7","4.8"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2018","02000","Alaska","3,509","374","1,349","272","38.4","6.6","2,160","328","61.6","6.6"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2017","02000","Alaska","3,470","354","1,418","269","40.9","6.5","2,052","307","59.1","6.5"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2016","02000","Alaska","3,630","369","1,697","298","46.7","6.6","1,933","305","53.3","6.6"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2015","02000","Alaska","3,629","376","1,642","284","45.2","6.3","1,987","309","54.8","6.3"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2014","02000","Alaska","3,857","412","2,128","335","55.2","6.3","1,729","304","44.8","6.3"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2013","02000","Alaska","3,874","398","2,339","329","60.4","5.7","1,535","268","39.6","5.7"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2012","02000","Alaska","3,722","366","2,147","312","57.7","6.1","1,575","275","42.3","6.1"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2011","02000","Alaska","3,515","339","2,190","296","62.3","5.8","1,325","239","37.7","5.8"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2010","02000","Alaska","3,401","337","1,941","294","57.1","6.5","1,460","267","42.9","6.5"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2009","02000","Alaska","3,503","383","2,060","335","58.8","7.2","1,443","301","41.2","7.2"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2008","02000","Alaska","2,989","336","1,851","298","61.9","7.1","1,138","249","38.1","7.1"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2018","04000","Arizona","203,098","6,148","60,524","4,848","29.8","2.2","142,574","6,185","70.2","2.2"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2017","04000","Arizona","204,651","5,844","56,422","4,593","27.6","2.1","148,229","5,992","72.4","2.1"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2016","04000","Arizona","215,853","5,531","61,679","4,765","28.6","2.1","154,174","5,934","71.4","2.1"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2015","04000","Arizona","226,768","5,088","70,372","4,985","31.0","2.1","156,396","5,839","69.0","2.1"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2014","04000","Arizona","231,033","4,976","87,338","5,418","37.8","2.2","143,695","5,900","62.2","2.2"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2013","04000","Arizona","228,828","4,968","107,162","5,804","46.8","2.3","121,666","5,890","53.2","2.3"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2012","04000","Arizona","222,824","4,894","104,393","5,410","46.8","2.2","118,432","5,571","53.2","2.2"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2011","04000","Arizona","220,601","5,468","100,014","5,966","45.3","2.5","120,588","6,199","54.7","2.5"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2010","04000","Arizona","205,279","5,458","93,481","5,495","45.5","2.4","111,798","5,727","54.5","2.4"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2009","04000","Arizona","197,981","8,229","94,061","6,502","47.5","2.6","103,920","6,746","52.5","2.6"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2008","04000","Arizona","182,750","7,162","96,440","5,838","52.8","2.4","86,310","5,518","47.2","2.4"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2018","05000","Arkansas","22,007","1,290","9,048","1,235","41.1","5.0","12,959","1,313","58.9","5.0"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2017","05000","Arkansas","22,619","1,237","8,993","1,208","39.8","4.8","13,626","1,307","60.2","4.8"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2016","05000","Arkansas","23,259","1,220","10,579","1,283","45.5","4.9","12,680","1,297","54.5","4.9"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2015","05000","Arkansas","23,380","1,181","11,510","1,291","49.2","4.8","11,870","1,259","50.8","4.8"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2014","05000","Arkansas","24,349","1,170","13,110","1,325","53.8","4.7","11,239","1,264","46.2","4.7"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2013","05000","Arkansas","23,756","1,159","14,306","1,317","60.2","4.7","9,450","1,191","39.8","4.7"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2012","05000","Arkansas","23,617","1,094","14,144","1,277","59.9","4.6","9,473","1,168","40.1","4.6"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2011","05000","Arkansas","23,749","1,124","15,310","1,325","64.5","4.6","8,438","1,158","35.5","4.6"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2010","05000","Arkansas","22,181","1,269","15,566","1,318","70.2","4.2","6,615","1,003","29.8","4.2"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2009","05000","Arkansas","19,354","1,257","12,166","1,226","62.9","4.8","7,188","1,045","37.1","4.8"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2008","05000","Arkansas","15,928","1,133","10,010","1,041","62.8","4.7","5,919","846","37.2","4.7"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2018","06000","California","1,212,108","17,992","241,128","11,279","19.9","0.9","970,980","17,765","80.1","0.9"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2017","06000","California","1,287,305","18,670","263,210","11,858","20.4","0.9","1,024,095","18,535","79.6","0.9"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2016","06000","California","1,368,965","16,609","295,887","12,441","21.6","0.9","1,073,078","17,503","78.4","0.9"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2015","06000","California","1,446,492","15,110","360,537","13,413","24.9","0.9","1,085,955","16,645","75.1","0.9"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2014","06000","California","1,506,611","14,321","533,003","15,147","35.4","0.9","973,608","16,712","64.6","0.9"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2013","06000","California","1,494,842","15,121","692,025","17,389","46.3","1.0","802,817","17,324","53.7","1.0"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2012","06000","California","1,497,619","16,040","714,335","16,323","47.7","1.0","783,283","16,881","52.3","1.0"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2011","06000","California","1,461,647","18,105","701,402","17,561","48.0","1.0","760,245","18,023","52.0","1.0"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2010","06000","California","1,399,678","16,934","701,465","16,642","50.1","1.0","698,213","16,728","49.9","1.0"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2009","06000","California","1,205,841","21,832","604,497","17,747","50.1","1.2","601,345","17,739","49.9","1.2"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2008","06000","California","1,119,518","19,933","546,691","15,655","48.8","1.1","572,827","16,012","51.2","1.1"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2018","08000","Colorado","89,279","3,792","22,660","2,684","25.4","2.8","66,619","3,751","74.6","2.8"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2017","08000","Colorado","93,167","3,680","27,512","2,944","29.5","2.9","65,655","3,703","70.5","2.9"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2016","08000","Colorado","99,044","3,652","31,648","3,134","32.0","2.9","67,396","3,751","68.0","2.9"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2015","08000","Colorado","103,315","3,464","32,637","3,173","31.6","2.9","70,678","3,744","68.4","2.9"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2014","08000","Colorado","106,914","3,413","38,337","3,308","35.9","2.9","68,577","3,742","64.1","2.9"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2013","08000","Colorado","109,967","3,414","48,544","3,648","44.1","3.0","61,423","3,823","55.9","3.0"
"18 to 64 years","<= 138% of Poverty","Hispanic (any race)","Female Only","2012","08000","Colorado","111,773","3,403","52,325","3,641","46.8","2.9","59,448","3,732","53.2","2.9"
