"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"40 to 64 years","<= 400% of Poverty","Hispanic (any race)","Female Only","2018","01000","Alabama","15,869","588","5,830","831","36.7","5.1","10,039","883","63.3","5.1"
"40 to 64 years","<= 400% of Poverty","Hispanic (any race)","Female Only","2017","01000","Alabama","15,206","543","5,779","759","38.0","4.8","9,427","794","62.0","4.8"
"40 to 64 years","<= 400% of Poverty","Hispanic (any race)","Female Only","2016","01000","Alabama","14,607","493","5,609","738","38.4","4.9","8,998","770","61.6","4.9"
"40 to 64 years","<= 400% of Poverty","Hispanic (any race)","Female Only","2015","01000","Alabama","14,075","469","5,268","703","37.4","4.8","8,807","739","62.6","4.8"
"40 to 64 years","<= 400% of Poverty","Hispanic (any race)","Female Only","2014","01000","Alabama","13,759","426","5,396","631","39.2","4.4","8,363","654","60.8","4.4"
"40 to 64 years","<= 400% of Poverty","Hispanic (any race)","Female Only","2013","01000","Alabama","12,893","392","5,587","607","43.3","4.5","7,306","614","56.7","4.5"
"40 to 64 years","<= 400% of Poverty","Hispanic (any race)","Female Only","2012","01000","Alabama","12,092","361","5,237","570","43.3","4.5","6,855","577","56.7","4.5"
"40 to 64 years","<= 400% of Poverty","Hispanic (any race)","Female Only","2011","01000","Alabama","11,715","339","5,121","553","43.7","4.5","6,594","557","56.3","4.5"
"40 to 64 years","<= 400% of Poverty","Hispanic (any race)","Female Only","2010","01000","Alabama","10,736","332","4,709","525","43.9","4.7","6,027","528","56.1","4.7"
"40 to 64 years","<= 400% of Poverty","Hispanic (any race)","Female Only","2009","01000","Alabama","9,744","299","4,207","500","43.2","4.9","5,537","505","56.8","4.9"
"40 to 64 years","<= 400% of Poverty","Hispanic (any race)","Female Only","2008","01000","Alabama","8,838","285","3,484","453","39.4","4.9","5,354","467","60.6","4.9"
"40 to 64 years","<= 400% of Poverty","Hispanic (any race)","Female Only","2018","02000","Alaska","3,519","199","1,284","207","36.5","5.5","2,235","232","63.5","5.5"
"40 to 64 years","<= 400% of Poverty","Hispanic (any race)","Female Only","2017","02000","Alaska","3,431","198","1,190","201","34.7","5.5","2,241","230","65.3","5.5"
"40 to 64 years","<= 400% of Poverty","Hispanic (any race)","Female Only","2016","02000","Alaska","3,313","193","1,295","208","39.1","5.8","2,018","226","60.9","5.8"
"40 to 64 years","<= 400% of Poverty","Hispanic (any race)","Female Only","2015","02000","Alaska","3,288","189","1,345","193","40.9","5.4","1,943","209","59.1","5.4"
"40 to 64 years","<= 400% of Poverty","Hispanic (any race)","Female Only","2014","02000","Alaska","3,397","188","1,573","197","46.3","5.2","1,824","202","53.7","5.2"
"40 to 64 years","<= 400% of Poverty","Hispanic (any race)","Female Only","2013","02000","Alaska","3,382","175","1,654","189","48.9","5.0","1,728","189","51.1","5.0"
