"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2018","01000","Alabama","173,123","4,396","35,798","3,098","20.7","1.7","137,325","4,529","79.3","1.7"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2017","01000","Alabama","172,349","4,316","36,948","3,144","21.4","1.7","135,401","4,439","78.6","1.7"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2016","01000","Alabama","179,813","4,097","34,999","3,060","19.5","1.6","144,814","4,343","80.5","1.6"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2015","01000","Alabama","184,128","3,954","38,038","3,163","20.7","1.6","146,090","4,307","79.3","1.6"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2014","01000","Alabama","192,956","3,744","48,432","3,354","25.1","1.7","144,524","4,181","74.9","1.7"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2013","01000","Alabama","195,821","3,873","51,531","3,579","26.3","1.7","144,290","4,375","73.7","1.7"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2012","01000","Alabama","195,738","3,870","56,043","3,498","28.6","1.7","139,695","4,220","71.4","1.7"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2011","01000","Alabama","199,145","4,424","58,156","3,763","29.2","1.8","140,989","4,601","70.8","1.8"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2010","01000","Alabama","194,440","4,348","54,955","3,670","28.3","1.8","139,486","4,551","71.7","1.8"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2009","01000","Alabama","182,043","5,058","47,795","3,541","26.3","1.8","134,248","4,880","73.7","1.8"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2008","01000","Alabama","169,269","4,620","41,366","3,130","24.4","1.7","127,902","4,485","75.6","1.7"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2007","01000","Alabama","160,378","10,161","36,884","5,887","23.0","3.3","123,494","9,364","77.0","3.3"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2006","01000","Alabama","164,113","9,574","39,199","5,951","23.9","3.3","124,914","8,740","76.1","3.3"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2018","02000","Alaska","13,178","859","2,786","487","21.1","3.4","10,392","806","78.9","3.4"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2017","02000","Alaska","13,567","892","2,585","437","19.1","3.0","10,982","828","80.9","3.0"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2016","02000","Alaska","13,291","844","2,932","484","22.1","3.3","10,359","791","77.9","3.3"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2015","02000","Alaska","13,801","819","3,925","574","28.4","3.8","9,876","775","71.6","3.8"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2014","02000","Alaska","14,653","845","4,917","614","33.6","3.7","9,736","771","66.4","3.7"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2013","02000","Alaska","14,919","884","5,827","679","39.1","3.8","9,092","765","60.9","3.8"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2012","02000","Alaska","16,197","931","6,347","705","39.2","3.6","9,849","803","60.8","3.6"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2011","02000","Alaska","16,662","1,028","6,582","764","39.5","3.8","10,080","861","60.5","3.8"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2010","02000","Alaska","16,709","1,041","6,206","793","37.1","4.0","10,504","907","62.9","4.0"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2009","02000","Alaska","14,687","1,037","5,573","743","37.9","4.1","9,114","861","62.1","4.1"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2008","02000","Alaska","14,369","989","4,802","681","33.4","4.0","9,567","847","66.6","4.0"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2007","02000","Alaska","14,776","1,227","4,467","678","30.2","3.8","10,309","1,006","69.8","3.8"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2006","02000","Alaska","15,466","1,269","4,527","702","29.3","3.7","10,939","1,041","70.7","3.7"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2018","04000","Arizona","169,212","4,628","23,432","2,540","13.8","1.5","145,780","4,686","86.2","1.5"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2017","04000","Arizona","174,697","4,587","24,383","2,643","14.0","1.5","150,314","4,702","86.0","1.5"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2016","04000","Arizona","185,325","4,378","23,313","2,497","12.6","1.3","162,012","4,530","87.4","1.3"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2015","04000","Arizona","191,709","4,222","25,894","2,731","13.5","1.4","165,815","4,490","86.5","1.4"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2014","04000","Arizona","198,096","3,992","37,410","3,127","18.9","1.5","160,686","4,402","81.1","1.5"
"40 to 64 years","<= 250% of Poverty","White alone, Not Hispanic","Female Only","2013","04000","Arizona","199,459","4,154","57,003","3,956","28.6","1.9","142,456","4,749","71.4","1.9"
