"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2018","01000","Alabama","248,146","6,779","50,877","3,957","20.5","1.5","197,269","6,490","79.5","1.5"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2017","01000","Alabama","251,367","6,778","50,647","3,913","20.1","1.5","200,720","6,521","79.9","1.5"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2016","01000","Alabama","262,065","6,473","50,675","3,951","19.3","1.4","211,390","6,338","80.7","1.4"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2015","01000","Alabama","277,049","6,207","56,834","4,159","20.5","1.4","220,215","6,264","79.5","1.4"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2014","01000","Alabama","288,166","6,161","72,489","4,553","25.2","1.5","215,677","6,316","74.8","1.5"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2013","01000","Alabama","291,303","6,287","79,435","4,814","27.3","1.5","211,868","6,387","72.7","1.5"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2012","01000","Alabama","294,123","6,163","83,161","4,734","28.3","1.5","210,963","6,185","71.7","1.5"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2011","01000","Alabama","293,858","6,916","87,074","5,030","29.6","1.6","206,784","6,664","70.4","1.6"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2010","01000","Alabama","289,276","6,773","85,467","4,876","29.5","1.5","203,809","6,541","70.5","1.5"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2009","01000","Alabama","264,315","9,014","78,115","5,134","29.6","1.7","186,201","7,949","70.4","1.7"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2008","01000","Alabama","245,350","8,075","70,003","4,625","28.5","1.7","175,347","7,117","71.5","1.7"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2018","02000","Alaska","20,357","1,348","4,367","702","21.5","3.1","15,990","1,213","78.5","3.1"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2017","02000","Alaska","21,511","1,413","3,583","579","16.7","2.5","17,928","1,289","83.3","2.5"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2016","02000","Alaska","20,807","1,351","3,963","630","19.0","2.7","16,844","1,227","81.0","2.7"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2015","02000","Alaska","21,443","1,333","5,095","702","23.8","2.9","16,348","1,196","76.2","2.9"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2014","02000","Alaska","23,247","1,422","6,611","816","28.4","3.1","16,636","1,244","71.6","3.1"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2013","02000","Alaska","23,999","1,492","7,689","888","32.0","3.1","16,310","1,260","68.0","3.1"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2012","02000","Alaska","24,571","1,496","7,759","905","31.6","3.1","16,812","1,279","68.4","3.1"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2011","02000","Alaska","26,542","1,685","8,066","976","30.4","3.1","18,476","1,430","69.6","3.1"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2010","02000","Alaska","25,810","1,741","8,075","1,041","31.3","3.4","17,735","1,481","68.7","3.4"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2009","02000","Alaska","23,215","1,811","8,101","1,093","34.9","3.8","15,114","1,464","65.1","3.8"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2008","02000","Alaska","22,676","1,702","7,637","1,010","33.7","3.6","15,040","1,380","66.3","3.6"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2018","04000","Arizona","213,758","6,516","28,616","2,956","13.4","1.3","185,142","6,293","86.6","1.3"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2017","04000","Arizona","225,033","6,701","28,820","2,991","12.8","1.3","196,213","6,489","87.2","1.3"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2016","04000","Arizona","243,506","6,526","28,766","2,931","11.8","1.2","214,740","6,368","88.2","1.2"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2015","04000","Arizona","254,781","6,190","34,419","3,215","13.5","1.2","220,362","6,165","86.5","1.2"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2014","04000","Arizona","264,876","6,151","49,435","3,904","18.7","1.4","215,441","6,246","81.3","1.4"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2013","04000","Arizona","268,624","6,369","69,874","4,747","26.0","1.7","198,750","6,482","74.0","1.7"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2012","04000","Arizona","271,090","6,471","68,262","4,610","25.2","1.6","202,829","6,495","74.8","1.6"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2011","04000","Arizona","274,110","7,783","58,956","4,702","21.5","1.6","215,154","7,557","78.5","1.6"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2010","04000","Arizona","270,416","7,375","67,184","4,779","24.8","1.6","203,232","7,103","75.2","1.6"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2009","04000","Arizona","248,520","9,970","55,954","4,634","22.5","1.7","192,566","8,852","77.5","1.7"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2008","04000","Arizona","220,200","8,628","54,697","4,450","24.8","1.8","165,503","7,633","75.2","1.8"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2018","05000","Arkansas","192,781","5,602","22,102","2,366","11.5","1.2","170,679","5,403","88.5","1.2"
"Under 65 years","<= 138% of Poverty","White alone, Not Hispanic","Female Only","2017","05000","Arkansas","193,595","5,650","21,508","2,389","11.1","1.2","172,087","5,474","88.9","1.2"
