"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2018","01000","Alabama","314,518","5,417","63,635","4,091","20.2","1.2","250,883","5,798","79.8","1.2"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2017","01000","Alabama","314,069","5,294","63,780","4,086","20.3","1.2","250,289","5,667","79.7","1.2"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2016","01000","Alabama","322,189","5,022","61,589","3,973","19.1","1.2","260,600","5,506","80.9","1.2"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2015","01000","Alabama","330,796","4,827","67,455","4,181","20.4","1.2","263,341","5,516","79.6","1.2"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2014","01000","Alabama","343,704","4,532","83,896","4,379","24.4","1.2","259,808","5,343","75.6","1.2"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2013","01000","Alabama","345,436","4,632","92,330","4,696","26.7","1.3","253,106","5,583","73.3","1.3"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2012","01000","Alabama","345,834","4,683","96,847","4,459","28.0","1.2","248,987","5,366","72.0","1.2"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2011","01000","Alabama","349,135","5,245","99,545","4,762","28.5","1.3","249,589","5,766","71.5","1.3"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2010","01000","Alabama","340,066","5,228","96,416","4,731","28.4","1.3","243,651","5,768","71.6","1.3"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2009","01000","Alabama","314,591","5,982","85,483","4,631","27.2","1.4","229,108","6,056","72.8","1.4"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2008","01000","Alabama","297,616","5,565","73,116","4,089","24.6","1.3","224,501","5,612","75.4","1.3"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2007","01000","Alabama","284,194","12,547","67,687","8,123","23.8","2.7","216,507","12,180","76.2","2.7"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2006","01000","Alabama","289,475","11,713","72,036","7,995","24.9","2.5","217,439","11,063","75.1","2.5"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2018","02000","Alaska","26,848","1,057","6,566","678","24.5","2.3","20,282","1,016","75.5","2.3"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2017","02000","Alaska","27,158","1,072","7,134","671","26.3","2.3","20,024","1,009","73.7","2.3"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2016","02000","Alaska","26,942","1,035","7,859","709","29.2","2.4","19,083","982","70.8","2.4"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2015","02000","Alaska","28,172","1,015","9,202","782","32.7","2.5","18,970","973","67.3","2.5"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2014","02000","Alaska","29,081","1,018","11,338","828","39.0","2.5","17,743","953","61.0","2.5"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2013","02000","Alaska","29,667","1,054","12,934","901","43.6","2.6","16,733","947","56.4","2.6"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2012","02000","Alaska","31,373","1,121","13,833","943","44.1","2.5","17,541","969","55.9","2.5"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2011","02000","Alaska","31,599","1,218","13,986","1,005","44.3","2.6","17,613","1,023","55.7","2.6"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2010","02000","Alaska","31,630","1,247","13,578","1,066","42.9","2.8","18,052","1,086","57.1","2.8"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2009","02000","Alaska","26,777","1,187","11,404","950","42.6","2.9","15,373","1,014","57.4","2.9"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2008","02000","Alaska","26,104","1,137","9,961","884","38.2","2.9","16,143","997","61.8","2.9"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2007","02000","Alaska","26,091","1,650","8,934","1,141","34.2","3.5","17,156","1,294","65.8","3.5"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2006","02000","Alaska","28,049","1,648","9,363","1,117","33.4","3.2","18,687","1,289","66.6","3.2"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2018","04000","Arizona","379,568","6,273","77,997","4,762","20.5","1.2","301,571","6,725","79.5","1.2"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2017","04000","Arizona","382,937","6,056","75,161","4,608","19.6","1.2","307,776","6,567","80.4","1.2"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2016","04000","Arizona","393,555","5,775","73,523","4,501","18.7","1.1","320,032","6,419","81.3","1.1"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2015","04000","Arizona","400,811","5,549","79,859","4,730","19.9","1.1","320,952","6,332","80.1","1.1"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2014","04000","Arizona","405,761","5,166","102,455","5,103","25.3","1.2","303,306","6,242","74.7","1.2"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2013","04000","Arizona","400,443","5,241","135,542","5,751","33.8","1.4","264,901","6,413","66.2","1.4"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2012","04000","Arizona","396,105","5,432","130,723","5,361","33.0","1.3","265,382","6,316","67.0","1.3"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2011","04000","Arizona","386,649","6,251","119,412","5,733","30.9","1.4","267,237","7,009","69.1","1.4"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2010","04000","Arizona","373,290","5,979","113,217","5,438","30.3","1.4","260,073","6,617","69.7","1.4"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2009","04000","Arizona","351,424","7,349","110,038","5,654","31.3","1.5","241,386","7,194","68.7","1.5"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2008","04000","Arizona","314,678","6,572","97,422","4,963","31.0","1.4","217,255","6,324","69.0","1.4"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2007","04000","Arizona","321,196","14,171","107,383","9,926","33.4","2.7","213,813","12,893","66.6","2.7"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2006","04000","Arizona","305,794","12,889","103,063","9,215","33.7","2.7","202,731","11,740","66.3","2.7"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2018","05000","Arkansas","192,755","3,924","25,840","2,256","13.4","1.1","166,915","4,073","86.6","1.1"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2017","05000","Arkansas","191,675","3,851","26,569","2,327","13.9","1.2","165,106","3,990","86.1","1.2"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2016","05000","Arkansas","193,994","3,660","25,426","2,185","13.1","1.1","168,568","3,818","86.9","1.1"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2015","05000","Arkansas","203,277","3,528","30,261","2,443","14.9","1.2","173,016","3,801","85.1","1.2"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2014","05000","Arkansas","209,469","3,354","42,338","2,805","20.2","1.3","167,131","3,798","79.8","1.3"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2013","05000","Arkansas","209,480","3,405","67,077","3,568","32.0","1.6","142,403","3,993","68.0","1.6"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2012","05000","Arkansas","209,262","3,430","69,127","3,499","33.0","1.6","140,135","3,955","67.0","1.6"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2011","05000","Arkansas","212,877","3,812","68,555","3,631","32.2","1.6","144,322","4,215","67.8","1.6"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2010","05000","Arkansas","205,673","3,761","68,519","3,577","33.3","1.6","137,154","4,075","66.7","1.6"
"40 to 64 years","<= 250% of Poverty","All Races","Female Only","2009","05000","Arkansas","189,567","4,409","61,770","3,604","32.6","1.7","127,797","4,324","67.4","1.7"
