"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2018","01000","Alabama","73,270","2,268","11,731","1,808","16.0","2.4","61,539","2,579","84.0","2.4"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2017","01000","Alabama","73,755","2,137","11,523","1,815","15.6","2.4","62,232","2,513","84.4","2.4"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2016","01000","Alabama","74,035","1,990","10,506","1,674","14.2","2.2","63,529","2,359","85.8","2.2"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2015","01000","Alabama","76,055","1,870","12,713","1,793","16.7","2.3","63,342","2,337","83.3","2.3"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2014","01000","Alabama","77,455","1,767","15,566","1,932","20.1","2.4","61,889","2,346","79.9","2.4"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2013","01000","Alabama","76,213","1,768","16,666","1,977","21.9","2.5","59,547","2,371","78.1","2.5"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2012","01000","Alabama","77,306","1,723","16,612","1,823","21.5","2.3","60,694","2,231","78.5","2.3"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2011","01000","Alabama","75,141","1,862","16,279","1,848","21.7","2.4","58,863","2,299","78.3","2.4"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2010","01000","Alabama","71,441","1,868","16,372","1,911","22.9","2.6","55,069","2,343","77.1","2.6"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2009","01000","Alabama","64,640","2,317","14,955","1,891","23.1","2.8","49,685","2,529","76.9","2.8"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2008","01000","Alabama","62,656","2,236","14,578","1,818","23.3","2.8","48,079","2,421","76.7","2.8"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2007","01000","Alabama","60,312","4,392","13,025","2,782","21.6","4.3","47,287","4,294","78.4","4.3"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2006","01000","Alabama","59,770","4,803","13,235","2,982","22.1","4.7","46,535","4,653","77.9","4.7"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2018","02000","Alaska","700","84","121","45","17.3","6.1","579","82","82.7","6.1"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2017","02000","Alaska","708","84","121","44","17.1","5.8","587","80","82.9","5.8"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2016","02000","Alaska","676","84","134","47","19.8","6.5","542","80","80.2","6.5"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2015","02000","Alaska","681","89","144","46","21.1","6.1","537","81","78.9","6.1"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2014","02000","Alaska","754","95","199","56","26.4","6.6","555","85","73.6","6.6"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2013","02000","Alaska","776","99","253","65","32.6","7.2","523","86","67.4","7.2"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2012","02000","Alaska","748","93","233","62","31.2","7.2","514","83","68.8","7.2"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2011","02000","Alaska","666","81","229","56","34.4","7.3","437","72","65.6","7.3"
"50 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2010","02000","Alaska","634","76","204","55","32.2","7.8","430","71","67.8","7.8"
