"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2018","01000","Alabama","569,106","7,260","95,297","5,392","16.7","0.9","473,809","7,945","83.3","0.9"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2017","01000","Alabama","573,904","7,140","93,573","5,325","16.3","0.9","480,331","7,810","83.7","0.9"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2016","01000","Alabama","586,055","6,642","91,815","5,365","15.7","0.9","494,240","7,527","84.3","0.9"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2015","01000","Alabama","602,247","6,154","98,650","5,509","16.4","0.9","503,597","7,379","83.6","0.9"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2014","01000","Alabama","620,723","5,813","124,131","5,952","20.0","0.9","496,592","7,380","80.0","0.9"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2013","01000","Alabama","622,979","5,891","136,919","6,312","22.0","1.0","486,060","7,551","78.0","1.0"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2012","01000","Alabama","628,625","5,841","141,555","6,154","22.5","0.9","487,069","7,358","77.5","0.9"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2011","01000","Alabama","627,438","6,522","147,488","6,544","23.5","1.0","479,951","7,823","76.5","1.0"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2010","01000","Alabama","620,872","6,420","142,680","6,289","23.0","1.0","478,192","7,726","77.0","1.0"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2009","01000","Alabama","609,962","8,263","133,998","6,524","22.0","1.0","475,964","8,915","78.0","1.0"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2008","01000","Alabama","586,444","7,796","130,713","6,116","22.3","1.0","455,730","8,343","77.7","1.0"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2018","02000","Alaska","58,868","1,879","10,664","1,180","18.1","1.9","48,204","1,905","81.9","1.9"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2017","02000","Alaska","61,290","1,896","9,922","1,116","16.2","1.7","51,368","1,914","83.8","1.7"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2016","02000","Alaska","60,872","1,862","10,719","1,187","17.6","1.9","50,153","1,909","82.4","1.9"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2015","02000","Alaska","62,313","1,765","12,726","1,249","20.4","1.9","49,587","1,846","79.6","1.9"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2014","02000","Alaska","65,322","1,783","16,705","1,429","25.6","2.1","48,617","1,891","74.4","2.1"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2013","02000","Alaska","66,418","1,843","18,582","1,499","28.0","2.1","47,836","1,903","72.0","2.1"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2012","02000","Alaska","67,834","1,854","20,204","1,537","29.8","2.1","47,631","1,912","70.2","2.1"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2011","02000","Alaska","69,199","1,983","20,368","1,648","29.4","2.2","48,831","2,032","70.6","2.2"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2010","02000","Alaska","69,836","2,097","19,399","1,755","27.8","2.4","50,436","2,212","72.2","2.4"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2009","02000","Alaska","66,644","2,544","21,107","1,896","31.7","2.6","45,536","2,450","68.3","2.6"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2008","02000","Alaska","66,077","2,386","18,112","1,685","27.4","2.4","47,965","2,330","72.6","2.4"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2018","04000","Arizona","585,001","8,235","69,686","4,758","11.9","0.8","515,315","8,617","88.1","0.8"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2017","04000","Arizona","594,731","7,937","68,387","4,747","11.5","0.8","526,344","8,436","88.5","0.8"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2016","04000","Arizona","611,415","7,366","63,267","4,496","10.3","0.7","548,148","7,917","89.7","0.7"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2015","04000","Arizona","627,519","6,742","69,178","4,687","11.0","0.7","558,341","7,500","89.0","0.7"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2014","04000","Arizona","642,521","6,391","97,208","5,487","15.1","0.8","545,313","7,608","84.9","0.8"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2013","04000","Arizona","650,443","6,531","139,099","6,588","21.4","1.0","511,344","8,132","78.6","1.0"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2012","04000","Arizona","655,498","6,699","136,305","6,420","20.8","1.0","519,194","8,108","79.2","1.0"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2011","04000","Arizona","649,884","7,853","124,507","6,954","19.2","1.0","525,376","9,153","80.8","1.0"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2010","04000","Arizona","646,151","7,507","128,721","6,549","19.9","1.0","517,431","8,678","80.1","1.0"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2009","04000","Arizona","636,265","10,573","122,839","6,723","19.3","1.0","513,426","10,654","80.7","1.0"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2008","04000","Arizona","617,652","9,858","115,291","6,304","18.7","1.0","502,362","9,990","81.3","1.0"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2018","05000","Arkansas","413,376","5,580","44,333","3,481","10.7","0.8","369,043","6,016","89.3","0.8"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2017","05000","Arkansas","415,377","5,530","44,077","3,580","10.6","0.8","371,300","6,004","89.4","0.8"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2016","05000","Arkansas","419,387","5,161","46,853","3,738","11.2","0.9","372,534","5,833","88.8","0.9"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2015","05000","Arkansas","430,844","4,730","54,292","3,923","12.6","0.9","376,552","5,639","87.4","0.9"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2014","05000","Arkansas","444,644","4,427","76,331","4,527","17.2","1.0","368,313","5,716","82.8","1.0"
"18 to 64 years","<= 400% of Poverty","White alone, Not Hispanic","Female Only","2013","05000","Arkansas","448,158","4,543","119,267","5,598","26.6","1.2","328,891","6,276","73.4","1.2"
