"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2018","01000","Alabama","34,380","1,060","16,588","1,450","48.2","3.9","17,792","1,419","51.8","3.9"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2017","01000","Alabama","33,539","995","14,924","1,446","44.5","4.1","18,615","1,448","55.5","4.1"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2016","01000","Alabama","32,967","946","15,792","1,429","47.9","4.1","17,175","1,407","52.1","4.1"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2015","01000","Alabama","34,438","893","16,410","1,493","47.7","4.1","18,028","1,484","52.3","4.1"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2014","01000","Alabama","35,628","888","18,827","1,467","52.8","3.9","16,801","1,421","47.2","3.9"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2013","01000","Alabama","35,040","854","20,187","1,468","57.6","3.9","14,853","1,403","42.4","3.9"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2012","01000","Alabama","34,812","853","20,596","1,443","59.2","3.8","14,216","1,372","40.8","3.8"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2011","01000","Alabama","34,978","837","20,664","1,481","59.1","3.9","14,314","1,408","40.9","3.9"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2010","01000","Alabama","34,182","994","21,508","1,462","62.9","3.8","12,674","1,315","37.1","3.8"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2009","01000","Alabama","23,980","751","14,215","1,097","59.3","4.1","9,766","1,017","40.7","4.1"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2008","01000","Alabama","20,279","699","11,157","926","55.0","4.1","9,122","876","45.0","4.1"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2007","01000","Alabama","19,902","979","8,996","1,150","45.2","5.3","10,906","1,173","54.8","5.3"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2006","01000","Alabama","18,638","1,336","8,781","1,312","47.1","6.1","9,857","1,332","52.9","6.1"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2018","02000","Alaska","6,977","407","2,603","390","37.3","5.1","4,374","441","62.7","5.1"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2017","02000","Alaska","6,805","388","2,587","376","38.0","5.0","4,218","417","62.0","5.0"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2016","02000","Alaska","6,957","387","3,052","406","43.9","5.2","3,905","416","56.1","5.2"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2015","02000","Alaska","7,022","389","2,953","383","42.1","4.9","4,069","410","57.9","4.9"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2014","02000","Alaska","7,273","399","3,723","430","51.2","5.1","3,550","417","48.8","5.1"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2013","02000","Alaska","7,108","378","3,976","404","55.9","4.7","3,132","370","44.1","4.7"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2012","02000","Alaska","6,685","350","3,662","387","54.8","4.9","3,023","363","45.2","4.9"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2011","02000","Alaska","6,430","318","3,743","364","58.2","4.8","2,686","331","41.8","4.8"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2010","02000","Alaska","6,219","313","3,328","376","53.5","5.3","2,891","361","46.5","5.3"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2009","02000","Alaska","6,347","361","3,550","423","55.9","5.8","2,796","402","44.1","5.8"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2008","02000","Alaska","5,837","319","3,219","395","55.2","6.0","2,617","372","44.8","6.0"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2007","02000","Alaska","5,800","390","2,956","358","51.0","5.1","2,843","348","49.0","5.1"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2006","02000","Alaska","5,701","542","2,917","411","51.2","5.4","2,784","408","48.8","5.4"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2018","04000","Arizona","382,832","6,419","106,837","6,355","27.9","1.6","275,995","7,565","72.1","1.6"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2017","04000","Arizona","376,534","5,990","95,927","5,915","25.5","1.5","280,607","7,159","74.5","1.5"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2016","04000","Arizona","382,205","5,519","99,334","5,981","26.0","1.5","282,871","7,012","74.0","1.5"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2015","04000","Arizona","388,697","4,876","109,117","6,162","28.1","1.5","279,580","6,886","71.9","1.5"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2014","04000","Arizona","388,834","4,616","132,127","6,609","34.0","1.6","256,707","7,002","66.0","1.6"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2013","04000","Arizona","380,922","4,545","162,250","7,066","42.6","1.8","218,672","7,188","57.4","1.8"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2012","04000","Arizona","369,134","4,646","159,858","6,541","43.3","1.7","209,276","6,747","56.7","1.7"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2011","04000","Arizona","365,404","4,978","151,959","7,217","41.6","1.9","213,445","7,477","58.4","1.9"
"18 to 64 years","<= 250% of Poverty","Hispanic (any race)","Female Only","2010","04000","Arizona","353,851","5,186","147,637","6,786","41.7","1.8","206,214","7,118","58.3","1.8"
