"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2018","01000","Alabama","262,385","4,517","51,267","4,294","19.5","1.6","211,118","5,454","80.5","1.6"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2017","01000","Alabama","265,367","4,338","45,454","3,993","17.1","1.5","219,913","5,256","82.9","1.5"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2016","01000","Alabama","268,235","4,089","47,811","4,090","17.8","1.5","220,424","5,146","82.2","1.5"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2015","01000","Alabama","278,094","3,716","58,895","4,431","21.2","1.6","219,199","5,227","78.8","1.6"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2014","01000","Alabama","285,816","3,527","70,787","4,653","24.8","1.6","215,029","5,212","75.2","1.6"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2013","01000","Alabama","285,298","3,522","83,184","5,119","29.2","1.7","202,114","5,528","70.8","1.7"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2012","01000","Alabama","283,455","3,611","81,153","4,600","28.6","1.6","202,302","5,128","71.4","1.6"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2011","01000","Alabama","284,549","3,761","83,097","4,767","29.2","1.6","201,452","5,298","70.8","1.6"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2010","01000","Alabama","280,423","4,099","84,069","4,891","30.0","1.7","196,354","5,478","70.0","1.7"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2009","01000","Alabama","264,297","5,084","78,901","5,250","29.9","1.9","185,396","6,042","70.1","1.9"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2008","01000","Alabama","253,474","4,868","67,185","4,506","26.5","1.7","186,289","5,551","73.5","1.7"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2007","01000","Alabama","246,845","10,366","71,905","9,150","29.1","3.4","174,940","10,997","70.9","3.4"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2006","01000","Alabama","250,019","11,002","75,005","9,265","30.0","3.4","175,014","11,406","70.0","3.4"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2018","02000","Alaska","3,184","192","723","159","22.7","4.8","2,461","209","77.3","4.8"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2017","02000","Alaska","3,165","188","709","152","22.4","4.6","2,456","204","77.6","4.6"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2016","02000","Alaska","3,135","189","725","146","23.1","4.4","2,410","200","76.9","4.4"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2015","02000","Alaska","3,312","197","901","166","27.2","4.7","2,411","209","72.8","4.7"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2014","02000","Alaska","3,518","214","1,174","194","33.4","5.1","2,344","226","66.6","5.1"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2013","02000","Alaska","3,684","215","1,314","200","35.7","5.0","2,370","227","64.3","5.0"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2012","02000","Alaska","3,613","212","1,324","203","36.6","5.2","2,289","229","63.4","5.2"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2011","02000","Alaska","3,385","191","1,251","178","37.0","4.8","2,134","201","63.0","4.8"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2010","02000","Alaska","3,155","180","1,164","186","36.9","5.5","1,991","204","63.1","5.5"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2009","02000","Alaska","3,561","218","1,366","230","38.4","6.0","2,195","250","61.6","6.0"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2008","02000","Alaska","3,520","208","1,177","221","33.4","5.9","2,344","247","66.6","5.9"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2007","02000","Alaska","3,380","250","1,161","186","34.4","4.8","2,219","226","65.6","4.8"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2006","02000","Alaska","3,499","338","1,222","213","34.9","5.1","2,277","286","65.1","5.1"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2018","04000","Arizona","47,529","1,775","7,552","1,211","15.9","2.5","39,977","1,885","84.1","2.5"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2017","04000","Arizona","47,762","1,635","6,521","1,074","13.7","2.2","41,241","1,749","86.3","2.2"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2016","04000","Arizona","47,179","1,557","6,175","990","13.1","2.0","41,004","1,651","86.9","2.0"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2015","04000","Arizona","47,806","1,483","6,996","1,051","14.6","2.1","40,810","1,621","85.4","2.1"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2014","04000","Arizona","47,064","1,413","8,490","1,166","18.0","2.4","38,574","1,609","82.0","2.4"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2013","04000","Arizona","44,830","1,382","10,995","1,325","24.5","2.8","33,835","1,638","75.5","2.8"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2012","04000","Arizona","43,132","1,336","11,237","1,311","26.1","2.9","31,895","1,589","73.9","2.9"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2011","04000","Arizona","41,785","1,379","11,854","1,457","28.4","3.3","29,931","1,695","71.6","3.3"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2010","04000","Arizona","40,079","1,461","9,768","1,295","24.4","3.1","30,311","1,649","75.6","3.1"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2009","04000","Arizona","38,299","1,796","9,685","1,370","25.3","3.4","28,614","1,855","74.7","3.4"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2008","04000","Arizona","32,997","1,596","7,286","1,068","22.1","3.0","25,711","1,586","77.9","3.0"
"18 to 64 years","<= 250% of Poverty","Black alone, Not Hispanic","Female Only","2007","04000","Arizona","35,373","2,104","11,279","1,694","31.9","4.3","24,094","2,062","68.1","4.3"
