"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2018","01000","Alabama","293,767","4,617","41,974","3,322","14.3","1.1","251,793","5,116","85.7","1.1"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2017","01000","Alabama","297,145","4,318","42,488","3,353","14.3","1.1","254,657","4,895","85.7","1.1"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2016","01000","Alabama","302,125","4,067","40,094","3,226","13.3","1.1","262,031","4,713","86.7","1.1"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2015","01000","Alabama","305,985","3,785","43,864","3,302","14.3","1.1","262,121","4,592","85.7","1.1"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2014","01000","Alabama","310,974","3,588","51,273","3,447","16.5","1.1","259,701","4,485","83.5","1.1"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2013","01000","Alabama","309,617","3,574","58,446","3,711","18.9","1.2","251,171","4,599","81.1","1.2"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2012","01000","Alabama","310,817","3,531","58,516","3,472","18.8","1.1","252,301","4,421","81.2","1.1"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2011","01000","Alabama","305,595","3,970","58,762","3,647","19.2","1.2","246,833","4,733","80.8","1.2"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2010","01000","Alabama","294,276","3,847","57,749","3,674","19.6","1.2","236,527","4,701","80.4","1.2"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2009","01000","Alabama","275,091","4,624","47,443","3,359","17.2","1.2","227,648","5,028","82.8","1.2"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2008","01000","Alabama","264,400","4,344","44,263","3,157","16.7","1.2","220,137","4,757","83.3","1.2"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2018","02000","Alaska","27,878","1,088","5,727","694","20.5","2.4","22,151","1,090","79.5","2.4"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2017","02000","Alaska","28,432","1,073","5,620","625","19.8","2.1","22,812","1,064","80.2","2.1"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2016","02000","Alaska","27,344","1,046","6,685","726","24.4","2.5","20,659","1,063","75.6","2.5"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2015","02000","Alaska","28,390","994","7,860","780","27.7","2.6","20,530","1,037","72.3","2.6"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2014","02000","Alaska","29,428","993","9,139","797","31.1","2.5","20,289","1,024","68.9","2.5"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2013","02000","Alaska","29,684","996","10,303","846","34.7","2.6","19,381","1,001","65.3","2.6"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2012","02000","Alaska","30,610","1,074","11,133","903","36.4","2.6","19,477","1,046","63.6","2.6"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2011","02000","Alaska","29,414","1,145","10,730","929","36.5","2.8","18,684","1,079","63.5","2.8"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2010","02000","Alaska","29,112","1,164","10,057","954","34.5","2.9","19,056","1,136","65.5","2.9"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2009","02000","Alaska","25,137","1,321","7,686","840","30.6","3.0","17,451","1,203","69.4","3.0"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2008","02000","Alaska","23,776","1,248","6,750","762","28.4","2.9","17,026","1,134","71.6","2.9"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2018","04000","Arizona","359,156","5,652","51,825","3,914","14.4","1.1","307,331","6,201","85.6","1.1"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2017","04000","Arizona","356,174","5,134","50,099","3,705","14.1","1.0","306,075","5,734","85.9","1.0"
"50 to 64 years","<= 400% of Poverty","All Races","Female Only","2016","04000","Arizona","359,991","4,808","49,058","3,715","13.6","1.0","310,933","5,564","86.4","1.0"
