"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"18 to 64 years","<= 138% of Poverty","All Races","Female Only","2018","01000","Alabama","374,331","7,639","98,190","5,496","26.2","1.4","276,141","7,551","73.8","1.4"
"18 to 64 years","<= 138% of Poverty","All Races","Female Only","2017","01000","Alabama","377,014","7,461","93,247","5,292","24.7","1.3","283,767","7,447","75.3","1.3"
"18 to 64 years","<= 138% of Poverty","All Races","Female Only","2016","01000","Alabama","389,387","7,103","96,181","5,414","24.7","1.3","293,206","7,313","75.3","1.3"
"18 to 64 years","<= 138% of Poverty","All Races","Female Only","2015","01000","Alabama","410,319","6,726","112,790","5,858","27.5","1.3","297,529","7,298","72.5","1.3"
"18 to 64 years","<= 138% of Poverty","All Races","Female Only","2014","01000","Alabama","425,228","6,605","138,056","6,245","32.5","1.4","287,172","7,327","67.5","1.4"
"18 to 64 years","<= 138% of Poverty","All Races","Female Only","2013","01000","Alabama","427,429","6,763","153,567","6,639","35.9","1.4","273,862","7,499","64.1","1.4"
"18 to 64 years","<= 138% of Poverty","All Races","Female Only","2012","01000","Alabama","431,323","6,848","156,756","6,281","36.3","1.3","274,567","7,256","63.7","1.3"
"18 to 64 years","<= 138% of Poverty","All Races","Female Only","2011","01000","Alabama","432,857","7,520","163,683","6,731","37.8","1.4","269,174","7,745","62.2","1.4"
"18 to 64 years","<= 138% of Poverty","All Races","Female Only","2010","01000","Alabama","424,301","7,511","160,723","6,563","37.9","1.4","263,578","7,553","62.1","1.4"
"18 to 64 years","<= 138% of Poverty","All Races","Female Only","2009","01000","Alabama","384,812","9,204","142,713","6,887","37.1","1.5","242,099","8,269","62.9","1.5"
"18 to 64 years","<= 138% of Poverty","All Races","Female Only","2008","01000","Alabama","351,980","8,398","120,335","5,832","34.2","1.4","231,645","7,439","65.8","1.4"
